driver-pairs,distance
"(1, '40', '4')",43.937267346606625
"(1, '40', '20')",39.871703677358916
"(1, '40', '11')",35.17220311331867
"(1, '40', '14')",42.376944367831506
"(1, '40', '81')",40.90594546249626
"(1, '40', '24')",40.084927834566635
"(1, '40', '77')",40.20701085826899
"(1, '40', '27')",44.35632450300722
"(1, '40', '55')",42.915167591701994
"(1, '40', '23')",42.53663191022993
"(1, '40', '1')",42.04421455553635
"(1, '40', '18')",43.121260746219406
"(1, '40', '63')",38.56622104263234
"(1, '40', '2')",43.15489539006193
"(1, '40', '31')",40.35393506161159
"(1, '40', '44')",40.89102349592182
"(1, '40', '16')",47.138333073991554
"(1, '40', '10')",42.42840991964569
"(1, '4', '40')",40.13767912950729
"(1, '4', '20')",41.788905240905855
"(1, '4', '11')",34.83558813786148
"(1, '4', '14')",42.62010132959253
"(1, '4', '81')",41.10187278184379
"(1, '4', '24')",37.36891895675229
"(1, '4', '77')",42.026704627438356
"(1, '4', '27')",42.87575214838531
"(1, '4', '55')",43.135018322382756
"(1, '4', '23')",39.774696122172315
"(1, '4', '1')",39.839400751907036
"(1, '4', '18')",41.879833958336256
"(1, '4', '63')",39.955798864637174
"(1, '4', '2')",41.1805739414842
"(1, '4', '31')",42.23160192444992
"(1, '4', '44')",41.28514445725479
"(1, '4', '16')",46.46573126466985
"(1, '4', '10')",40.41304473881295
"(1, '20', '40')",38.171666723362385
"(1, '20', '4')",45.432344451938164
"(1, '20', '11')",32.890279527173426
"(1, '20', '14')",40.61255898428173
"(1, '20', '81')",37.696878266684216
"(1, '20', '24')",38.080729962811986
"(1, '20', '77')",41.647134620049684
"(1, '20', '27')",44.16737772279667
"(1, '20', '55')",40.04743989002445
"(1, '20', '23')",42.969897288917785
"(1, '20', '1')",41.157850893190144
"(1, '20', '18')",43.133778895742836
"(1, '20', '63')",37.577622807667304
"(1, '20', '2')",42.97027714948494
"(1, '20', '31')",40.83934409840748
"(1, '20', '44')",39.21918422997173
"(1, '20', '16')",45.44940861890401
"(1, '20', '10')",39.89751914467504
"(1, '11', '40')",39.57821154048337
"(1, '11', '4')",43.226057380709086
"(1, '11', '20')",39.447478518519986
"(1, '11', '14')",43.52338561234218
"(1, '11', '81')",41.385177296130976
"(1, '11', '24')",39.3382270904199
"(1, '11', '77')",40.18199271446692
"(1, '11', '27')",44.023364835128056
"(1, '11', '55')",42.39906539304777
"(1, '11', '23')",39.755195267062575
"(1, '11', '1')",40.09433285221667
"(1, '11', '18')",47.69960716894075
"(1, '11', '63')",40.04617409301886
"(1, '11', '2')",41.4930949081505
"(1, '11', '31')",40.20866693651187
"(1, '11', '44')",43.5659847826331
"(1, '11', '16')",46.648761733365085
"(1, '11', '10')",40.94914838245777
"(1, '14', '40')",39.19022937345339
"(1, '14', '4')",44.24240435509282
"(1, '14', '20')",40.10582177119064
"(1, '14', '11')",38.239833344666955
"(1, '14', '81')",41.60862447031358
"(1, '14', '24')",37.68630397594442
"(1, '14', '77')",42.32675208218104
"(1, '14', '27')",43.258115089233094
"(1, '14', '55')",41.30590596419028
"(1, '14', '23')",40.12198116017141
"(1, '14', '1')",40.154711679711916
"(1, '14', '18')",43.08556448201446
"(1, '14', '63')",40.427028101285444
"(1, '14', '2')",43.383568225036704
"(1, '14', '31')",42.20017167945745
"(1, '14', '44')",41.85593044138891
"(1, '14', '16')",47.05464051772701
"(1, '14', '10')",40.732436406090144
"(1, '81', '40')",39.00227364136879
"(1, '81', '4')",41.875527727025805
"(1, '81', '20')",38.37823877875693
"(1, '81', '11')",34.6159018578824
"(1, '81', '14')",40.77866439265338
"(1, '81', '24')",38.86463081898311
"(1, '81', '77')",38.763522807815114
"(1, '81', '27')",44.26411486078329
"(1, '81', '55')",41.04603385121845
"(1, '81', '23')",41.46417921519157
"(1, '81', '1')",42.30318169047128
"(1, '81', '18')",40.446384766174646
"(1, '81', '63')",38.581506737713326
"(1, '81', '2')",43.177494041130785
"(1, '81', '31')",42.144055512659975
"(1, '81', '44')",38.454577560252226
"(1, '81', '16')",45.10492065755813
"(1, '81', '10')",40.966628922597494
"(1, '24', '40')",42.06541814475249
"(1, '24', '4')",43.69929574800526
"(1, '24', '20')",41.783852741575004
"(1, '24', '11')",36.726396821897154
"(1, '24', '14')",41.38523362911768
"(1, '24', '81')",41.610317495054964
"(1, '24', '77')",39.98759519216823
"(1, '24', '27')",42.660263538844234
"(1, '24', '55')",41.34510928460028
"(1, '24', '23')",40.38594786811181
"(1, '24', '1')",40.988987198299284
"(1, '24', '18')",45.06801531623294
"(1, '24', '63')",39.89198035081782
"(1, '24', '2')",43.358431851347255
"(1, '24', '31')",42.03905558316626
"(1, '24', '44')",43.324631616360904
"(1, '24', '16')",47.677133043771846
"(1, '24', '10')",44.53992645356089
"(1, '77', '40')",38.863918288974084
"(1, '77', '4')",44.989378696611716
"(1, '77', '20')",42.52968238177987
"(1, '77', '11')",36.74846997142214
"(1, '77', '14')",43.75585203895302
"(1, '77', '81')",42.3536593073116
"(1, '77', '24')",38.878794081090575
"(1, '77', '27')",42.82938139339257
"(1, '77', '55')",42.79808946817651
"(1, '77', '23')",40.80039754916191
"(1, '77', '1')",41.65427066213353
"(1, '77', '18')",45.744673970609654
"(1, '77', '63')",40.06800120092455
"(1, '77', '2')",43.23921399073538
"(1, '77', '31')",39.084555522864996
"(1, '77', '44')",41.487686158701685
"(1, '77', '16')",46.81264676302043
"(1, '77', '10')",42.505860120138124
"(1, '27', '40')",39.32176294900154
"(1, '27', '4')",44.888885254214415
"(1, '27', '20')",41.598221460775775
"(1, '27', '11')",38.12222981574292
"(1, '27', '14')",43.50689359811707
"(1, '27', '81')",42.775637732295024
"(1, '27', '24')",39.670535619477704
"(1, '27', '77')",41.30277420772389
"(1, '27', '55')",42.875161408580226
"(1, '27', '23')",41.32053651022899
"(1, '27', '1')",40.43612116676472
"(1, '27', '18')",43.187741147699526
"(1, '27', '63')",40.77704341514883
"(1, '27', '2')",43.43239215506828
"(1, '27', '31')",42.289320080989775
"(1, '27', '44')",42.64701342266146
"(1, '27', '16')",47.22442684840353
"(1, '27', '10')",41.03950552085886
"(1, '55', '40')",41.0492563603479
"(1, '55', '4')",45.573560480690745
"(1, '55', '20')",43.23876181604463
"(1, '55', '11')",37.305786754783384
"(1, '55', '14')",43.25931289083844
"(1, '55', '81')",43.47491097688913
"(1, '55', '24')",40.050709222522826
"(1, '55', '77')",41.471176510276756
"(1, '55', '27')",44.47197554211658
"(1, '55', '23')",41.91809015922361
"(1, '55', '1')",41.1755689687892
"(1, '55', '18')",45.876288362005944
"(1, '55', '63')",41.85991217776842
"(1, '55', '2')",44.34414233620846
"(1, '55', '31')",38.65638916983669
"(1, '55', '44')",43.19225963069546
"(1, '55', '16')",47.73515667347877
"(1, '55', '10')",42.357891049798276
"(1, '23', '40')",38.81289793316972
"(1, '23', '4')",42.11005007156977
"(1, '23', '20')",42.969897288917785
"(1, '23', '11')",34.01236040987898
"(1, '23', '14')",40.7006543704233
"(1, '23', '81')",38.38478414641236
"(1, '23', '24')",38.628814148228365
"(1, '23', '77')",38.60598488581059
"(1, '23', '27')",44.23809753615203
"(1, '23', '55')",40.63825862714417
"(1, '23', '1')",42.0504189184817
"(1, '23', '18')",40.23013101528757
"(1, '23', '63')",38.40911674947689
"(1, '23', '2')",43.1269552189575
"(1, '23', '31')",41.57621121642051
"(1, '23', '44')",41.677823966201025
"(1, '23', '16')",45.27933604295955
"(1, '23', '10')",40.69782610592717
"(1, '1', '40')",40.69965528655108
"(1, '1', '4')",45.09564895592831
"(1, '1', '20')",41.653062983445956
"(1, '1', '11')",37.73694191024388
"(1, '1', '14')",42.256885952461786
"(1, '1', '81')",45.18161741614981
"(1, '1', '24')",39.731462330628894
"(1, '1', '77')",43.68538647868636
"(1, '1', '27')",44.19416818258111
"(1, '1', '55')",41.8645697996194
"(1, '1', '23')",43.71079854101561
"(1, '1', '18')",44.783686478871424
"(1, '1', '63')",40.88470125265094
"(1, '1', '2')",43.245366749833664
"(1, '1', '31')",41.29193112164243
"(1, '1', '44')",41.90998897582608
"(1, '1', '16')",45.23844980719413
"(1, '1', '10')",43.07465112030721
"(1, '18', '40')",38.98420376344545
"(1, '18', '4')",43.22033652321401
"(1, '18', '20')",42.31283458864076
"(1, '18', '11')",39.444253674744346
"(1, '18', '14')",43.46908252263658
"(1, '18', '81')",43.050332416537174
"(1, '18', '24')",39.46835763567961
"(1, '18', '77')",43.08638113857672
"(1, '18', '27')",43.01375970188739
"(1, '18', '55')",46.00314965286942
"(1, '18', '23')",41.87232969964885
"(1, '18', '1')",42.84833388920267
"(1, '18', '63')",38.41551873069995
"(1, '18', '2')",43.374841596773116
"(1, '18', '31')",45.71267571981384
"(1, '18', '44')",37.10179177052906
"(1, '18', '16')",47.939222638302454
"(1, '18', '10')",43.35922510336511
"(1, '63', '40')",37.84782877413461
"(1, '63', '4')",45.57811709733267
"(1, '63', '20')",38.04885689642928
"(1, '63', '11')",37.435541434409174
"(1, '63', '14')",42.696746104375386
"(1, '63', '81')",43.24083490392737
"(1, '63', '24')",37.79447869155742
"(1, '63', '77')",41.90469644162721
"(1, '63', '27')",43.8578442905649
"(1, '63', '55')",41.68246796330494
"(1, '63', '23')",41.64156131049025
"(1, '63', '1')",41.52982202351799
"(1, '63', '18')",44.961072949401654
"(1, '63', '2')",44.13794062417201
"(1, '63', '31')",42.156028834286474
"(1, '63', '44')",39.80955844006524
"(1, '63', '16')",49.28208067618184
"(1, '63', '10')",41.27177222808306
"(1, '2', '40')",39.95420628126816
"(1, '2', '4')",43.683195302612745
"(1, '2', '20')",39.69359167799421
"(1, '2', '11')",37.29099975211814
"(1, '2', '14')",42.99731038474462
"(1, '2', '81')",43.503199861751334
"(1, '2', '24')",40.03334973953308
"(1, '2', '77')",41.250009074239706
"(1, '2', '27')",44.06274221827785
"(1, '2', '55')",42.00875610028659
"(1, '2', '23')",42.24803141209524
"(1, '2', '1')",42.03511935697631
