driver-pairs,distance
"(1, '40', '4')",44.46333572361818
"(1, '40', '20')",39.871703677358916
"(1, '40', '11')",36.72308031531022
"(1, '40', '14')",37.522541264145815
"(1, '40', '81')",49.69562628735331
"(1, '40', '24')",34.7048548747007
"(1, '40', '77')",40.54020520152084
"(1, '40', '27')",34.28853831244665
"(1, '40', '55')",35.32840935128998
"(1, '40', '23')",42.53663191022993
"(1, '40', '1')",43.365582583458405
"(1, '40', '18')",39.00334640700137
"(1, '40', '63')",34.190206855899696
"(1, '40', '2')",43.43456044338205
"(1, '40', '31')",34.0787354378067
"(1, '40', '44')",38.92650622996799
"(1, '40', '16')",50.45376173897411
"(1, '40', '10')",44.09371941897251
"(1, '4', '40')",41.038759835654766
"(1, '4', '20')",41.788905240905855
"(1, '4', '11')",34.83558813786148
"(1, '4', '14')",36.24093754997617
"(1, '4', '81')",46.26761353004005
"(1, '4', '24')",33.56705211355963
"(1, '4', '77')",41.94598475876865
"(1, '4', '27')",36.54189401888936
"(1, '4', '55')",33.951024110882564
"(1, '4', '23')",39.774696122172315
"(1, '4', '1')",43.73745171788796
"(1, '4', '18')",39.71981719077471
"(1, '4', '63')",36.03421386502792
"(1, '4', '2')",40.443699905791235
"(1, '4', '31')",37.58808262809161
"(1, '4', '44')",38.62064555793596
"(1, '4', '16')",46.474478611578036
"(1, '4', '10')",42.4272732708672
"(1, '20', '40')",37.09294343195636
"(1, '20', '4')",42.68190049420824
"(1, '20', '11')",32.890279527173426
"(1, '20', '14')",31.98240516078491
"(1, '20', '81')",45.258715428407456
"(1, '20', '24')",33.42041025808967
"(1, '20', '77')",38.04920444885839
"(1, '20', '27')",31.96462495637499
"(1, '20', '55')",34.21477633197507
"(1, '20', '23')",42.969897288917785
"(1, '20', '1')",39.92640786328253
"(1, '20', '18')",42.31283458864076
"(1, '20', '63')",31.107023730485277
"(1, '20', '2')",39.077732469967835
"(1, '20', '31')",31.613950415486062
"(1, '20', '44')",38.62613405993059
"(1, '20', '16')",48.75969240566754
"(1, '20', '10')",39.89751914467504
"(1, '11', '40')",41.38172892045745
"(1, '11', '4')",41.869784270768896
"(1, '11', '20')",39.447478518519986
"(1, '11', '14')",35.87468271796221
"(1, '11', '81')",44.44794359011444
"(1, '11', '24')",34.670341248998234
"(1, '11', '77')",38.742437299590435
"(1, '11', '27')",35.619066954359496
"(1, '11', '55')",34.84342991259012
"(1, '11', '23')",39.755195267062575
"(1, '11', '1')",40.270556061366456
"(1, '11', '18')",44.931443963840884
"(1, '11', '63')",34.212720297491515
"(1, '11', '2')",40.8448813715781
"(1, '11', '31')",34.12441336468509
"(1, '11', '44')",39.45181090814218
"(1, '11', '16')",47.46782744179888
"(1, '11', '10')",40.94914838245777
"(1, '14', '40')",41.63116883870998
"(1, '14', '4')",44.997457287044526
"(1, '14', '20')",40.10582177119064
"(1, '14', '11')",39.213952785522274
"(1, '14', '81')",46.92419559769235
"(1, '14', '24')",33.581619248550346
"(1, '14', '77')",42.24166570330368
"(1, '14', '27')",36.3512272763849
"(1, '14', '55')",33.62642126376899
"(1, '14', '23')",40.12198116017141
"(1, '14', '1')",44.18221959054267
"(1, '14', '18')",41.00904438547349
"(1, '14', '63')",36.2582775390303
"(1, '14', '2')",43.951139772849686
"(1, '14', '31')",37.049111534700025
"(1, '14', '44')",39.02178313577208
"(1, '14', '16')",47.04862255546586
"(1, '14', '10')",42.79605825068944
"(1, '81', '40')",37.36654365553229
"(1, '81', '4')",41.85024772460284
"(1, '81', '20')",38.37823877875693
"(1, '81', '11')",34.6159018578824
"(1, '81', '14')",33.54231567366795
"(1, '81', '24')",34.91615526669315
"(1, '81', '77')",38.763522807815114
"(1, '81', '27')",33.79143623433047
"(1, '81', '55')",36.84976345473543
"(1, '81', '23')",41.46417921519157
"(1, '81', '1')",40.29174834258436
"(1, '81', '18')",37.03531048780891
"(1, '81', '63')",33.04650063730127
"(1, '81', '2')",44.36640248441126
"(1, '81', '31')",34.042229428137325
"(1, '81', '44')",36.34265776997195
"(1, '81', '16')",47.382837045119004
"(1, '81', '10')",40.966628922597494
"(1, '24', '40')",45.265700785049745
"(1, '24', '4')",39.93648067007747
"(1, '24', '20')",41.783852741575004
"(1, '24', '11')",36.726396821897154
"(1, '24', '14')",34.97399091106358
"(1, '24', '81')",47.31724823415857
"(1, '24', '77')",36.878976576863955
"(1, '24', '27')",37.4313533469969
"(1, '24', '55')",35.91805243358676
"(1, '24', '23')",40.38594786811181
"(1, '24', '1')",41.17522644720113
"(1, '24', '18')",39.88795681508605
"(1, '24', '63')",34.37402607464228
"(1, '24', '2')",43.76118190721946
"(1, '24', '31')",35.55717500075814
"(1, '24', '44')",41.39252637777586
"(1, '24', '16')",48.578262478461966
"(1, '24', '10')",46.27874634465173
"(1, '77', '40')",42.47078324400233
"(1, '77', '4')",44.98875875392493
"(1, '77', '20')",42.529682381779864
"(1, '77', '11')",37.971409220610674
"(1, '77', '14')",38.156134628077965
"(1, '77', '81')",49.09273517470401
"(1, '77', '24')",35.26855978584725
"(1, '77', '27')",35.39624977214992
"(1, '77', '55')",35.63582570136075
"(1, '77', '23')",40.800397549161914
"(1, '77', '1')",43.105177307212884
"(1, '77', '18')",42.805963533745825
"(1, '77', '63')",35.91120225023716
"(1, '77', '2')",42.0505401954601
"(1, '77', '31')",34.55282139082414
"(1, '77', '44')",39.152691417020954
"(1, '77', '16')",49.78493615582895
"(1, '77', '10')",43.9778696083559
"(1, '27', '40')",42.230434097362796
"(1, '27', '4')",44.75068787701406
"(1, '27', '20')",41.598221460775775
"(1, '27', '11')",39.18262977805461
"(1, '27', '14')",36.3512272763849
"(1, '27', '81')",51.20765277527494
"(1, '27', '24')",37.43135334699689
"(1, '27', '77')",40.338482243866586
"(1, '27', '55')",38.057180061792074
"(1, '27', '23')",41.32053651022899
"(1, '27', '1')",44.696223482035805
"(1, '27', '18')",40.51728026400429
"(1, '27', '63')",36.388132299510396
"(1, '27', '2')",44.09056674523195
"(1, '27', '31')",36.75496178315304
"(1, '27', '44')",40.70729564760488
"(1, '27', '16')",49.43229154915092
"(1, '27', '10')",41.03950552085886
"(1, '55', '40')",42.203896839723264
"(1, '55', '4')",44.84067407564316
"(1, '55', '20')",43.23876181604463
"(1, '55', '11')",37.305786754783384
"(1, '55', '14')",35.784609111995444
"(1, '55', '81')",49.433062446340834
"(1, '55', '24')",35.91805243358675
"(1, '55', '77')",38.096000345139274
"(1, '55', '27')",38.05718006179208
"(1, '55', '23')",41.91809015922361
"(1, '55', '1')",43.51116906743248
"(1, '55', '18')",42.424069716254365
"(1, '55', '63')",35.70064309137749
"(1, '55', '2')",41.9226334661693
"(1, '55', '31')",35.06782081857485
"(1, '55', '44')",40.451182815774885
"(1, '55', '16')",51.071127374718124
"(1, '55', '10')",44.44539408112431
"(1, '23', '40')",37.34229957271536
"(1, '23', '4')",42.220848955328144
"(1, '23', '20')",42.969897288917785
"(1, '23', '11')",34.01236040987898
"(1, '23', '14')",32.896249884101614
"(1, '23', '81')",48.76322484003088
"(1, '23', '24')",34.359701393101076
"(1, '23', '77')",38.6059848858106
"(1, '23', '27')",33.03626520243132
"(1, '23', '55')",35.751615468769245
"(1, '23', '1')",40.27026077756902
"(1, '23', '18')",36.261447026619756
"(1, '23', '63')",32.530403640727556
"(1, '23', '2')",44.52612882066847
"(1, '23', '31')",32.93565021117343
"(1, '23', '44')",42.28023664880838
"(1, '23', '16')",47.89132053152537
"(1, '23', '10')",40.69782610592717
"(1, '1', '40')",42.72544733349233
"(1, '1', '4')",45.9598241680811
"(1, '1', '20')",41.653062983445956
"(1, '1', '11')",39.296680912235544
"(1, '1', '14')",37.322327012521875
"(1, '1', '81')",52.89819724210526
"(1, '1', '24')",38.66427432918382
"(1, '1', '77')",43.337010425456256
"(1, '1', '27')",37.42833961000715
"(1, '1', '55')",32.12784163639314
"(1, '1', '23')",43.71079854101561
"(1, '1', '18')",44.063242362542184
"(1, '1', '63')",37.361136275384006
"(1, '1', '2')",43.32885373420694
"(1, '1', '31')",37.311274325670304
"(1, '1', '44')",41.564140448364014
"(1, '1', '16')",50.67647570911951
"(1, '1', '10')",45.99259621878224
"(1, '18', '40')",42.76085536930987
"(1, '18', '4')",47.00984137566065
"(1, '18', '20')",42.31283458864077
"(1, '18', '11')",42.75128162988083
"(1, '18', '14')",39.16194949195114
"(1, '18', '81')",53.329379956800295
"(1, '18', '24')",37.37464897186889
"(1, '18', '77')",44.57937353152767
"(1, '18', '27')",39.92081419042767
"(1, '18', '55')",39.51701151985571
"(1, '18', '23')",41.87232969964885
"(1, '18', '1')",45.41181545389236
"(1, '18', '63')",35.9514696055884
"(1, '18', '2')",44.8349983722597
"(1, '18', '31')",45.4325400073046
"(1, '18', '44')",36.7744337600622
"(1, '18', '16')",49.7371990108715
"(1, '18', '10')",46.676664014313694
"(1, '63', '40')",40.820149634353896
"(1, '63', '4')",46.23980064428583
"(1, '63', '20')",38.04885689642928
"(1, '63', '11')",38.65222526757426
"(1, '63', '14')",36.258277539030296
"(1, '63', '81')",49.658059682067424
"(1, '63', '24')",35.22572950086667
"(1, '63', '77')",41.0879876465084
"(1, '63', '27')",36.3881322995104
"(1, '63', '55')",36.06169086395554
"(1, '63', '23')",41.64156131049025
"(1, '63', '1')",44.460336969364974
"(1, '63', '18')",41.53623691943976
"(1, '63', '2')",44.49688362265077
"(1, '63', '31')",38.39438911888213
"(1, '63', '44')",36.54551598588993
"(1, '63', '16')",52.813061684621246
"(1, '63', '10')",42.95287926697006
"(1, '2', '40')",39.807675748395994
"(1, '2', '4')",41.140317529736855
"(1, '2', '20')",39.69359167799421
"(1, '2', '11')",37.29099975211814
"(1, '2', '14')",38.703890618362564
"(1, '2', '81')",48.51805872370381
"(1, '2', '24')",36.039317162667516
"(1, '2', '77')",38.084604237741026
"(1, '2', '27')",38.26627771233199
"(1, '2', '55')",35.44055528408376
"(1, '2', '23')",42.24803141209524
"(1, '2', '1')",41.986410177151626
"(1, '2', '18')",42.270378327182065
"(1, '2', '63')",36.06620522029762
"(1, '2', '31')",35.419738185348585
"(1, '2', '44')",41.44639746777978
"(1, '2', '16')",50.035479358237374
"(1, '2', '10')",39.74493373649878
"(1, '31', '40')",38.59378881093018
"(1, '31', '4')",43.78112447463811
"(1, '31', '20')",41.48099656430592
"(1, '31', '11')",37.92055690566602
"(1, '31', '14')",37.049111534700025
"(1, '31', '81')",49.80064348109159
"(1, '31', '24')",35.55717500075814
"(1, '31', '77')",36.6229360771339
"(1, '31', '27')",36.75496178315304
"(1, '31', '55')",35.067820818574845
"(1, '31', '23')",44.00788743690122
"(1, '31', '1')",41.3396037767376
"(1, '31', '18')",46.47879177469376
"(1, '31', '63')",38.39438911888213
"(1, '31', '2')",37.7582339708426
"(1, '31', '44')",43.133722566056974
"(1, '31', '16')",46.87768561894195
"(1, '31', '10')",37.9186098343721
"(1, '44', '40')",38.49916191668581
"(1, '44', '4')",44.103574833766935
"(1, '44', '20')",38.62613405993059
"(1, '44', '11')",39.26285114078415
"(1, '44', '14')",34.23418045327722
"(1, '44', '81')",46.81534660709128
"(1, '44', '24')",37.55705053406622
"(1, '44', '77')",39.89151529447514
"(1, '44', '27')",34.551897693465456
"(1, '44', '55')",32.28537968185902
"(1, '44', '23')",42.28023664880838
"(1, '44', '1')",42.61652579227442
"(1, '44', '18')",36.279662517086074
"(1, '44', '63')",32.39967073971987
"(1, '44', '2')",45.87290652329153
"(1, '44', '31')",37.72634714703222
"(1, '44', '16')",53.393822530949116
"(1, '44', '10')",43.65022957308982
"(1, '16', '40')",43.453102489817354
"(1, '16', '4')",45.89390266192775
"(1, '16', '20')",42.749455989203845
"(1, '16', '11')",40.097550305995256
"(1, '16', '14')",36.3680790970543
"(1, '16', '81')",49.55783495101147
"(1, '16', '24')",37.98592538536906
"(1, '16', '77')",42.207556684377934
"(1, '16', '27')",38.80084246188852
"(1, '16', '55')",38.69720460735744
"(1, '16', '23')",41.25260817321573
"(1, '16', '1')",45.41309172982205
"(1, '16', '18')",38.97586183944269
"(1, '16', '63')",35.13679338933971
"(1, '16', '2')",44.29547081096801
"(1, '16', '31')",38.03534380855269
"(1, '16', '44')",42.815061966243526
"(1, '16', '10')",42.3244280682507
"(1, '10', '40')",42.60884752342626
"(1, '10', '4')",41.224912477348
