,loss,active_neurons
0,0.08660483360290527,tensor(1894)
1,0.06041940674185753,tensor(1918)
2,0.05579672381281853,tensor(1927)
3,0.047907568514347076,tensor(1935)
4,0.045117538422346115,tensor(1936)
5,0.04408137872815132,tensor(1946)
6,0.042054470628499985,tensor(1946)
7,0.04117951542139053,tensor(1950)
8,0.03988213837146759,tensor(1953)
9,0.03917934373021126,tensor(1960)
10,0.03675506263971329,tensor(1958)
11,0.036979496479034424,tensor(1962)
12,0.03597461059689522,tensor(1963)
13,0.035489048808813095,tensor(1968)
14,0.03525185585021973,tensor(1968)
15,0.034547872841358185,tensor(1972)
16,0.03428313881158829,tensor(1973)
17,0.03321242332458496,tensor(1975)
18,0.033102381974458694,tensor(1976)
19,0.03217269107699394,tensor(1977)
20,0.033302851021289825,tensor(1982)
21,0.03214742988348007,tensor(1983)
22,0.03120655007660389,tensor(1982)
23,0.030950233340263367,tensor(1987)
24,0.030948035418987274,tensor(1987)
25,0.0306074321269989,tensor(1989)
26,0.029968857765197754,tensor(1989)
27,0.029727380722761154,tensor(1989)
28,0.02944944053888321,tensor(1989)
29,0.02946361154317856,tensor(1989)
30,0.029091332107782364,tensor(1989)
31,0.02885110303759575,tensor(1989)
32,0.02881207875907421,tensor(1991)
33,0.02860681340098381,tensor(1991)
34,0.028457172214984894,tensor(1990)
35,0.028069445863366127,tensor(1990)
36,0.02855950966477394,tensor(1992)
37,0.02819065935909748,tensor(1992)
38,0.02797875367105007,tensor(1992)
39,0.02831856533885002,tensor(1993)
40,0.027989208698272705,tensor(1992)
41,0.02778768166899681,tensor(1993)
42,0.027382031083106995,tensor(1993)
43,0.027886634692549706,tensor(1994)
44,0.027659613639116287,tensor(1994)
45,0.0272374227643013,tensor(1993)
46,0.027498401701450348,tensor(1994)
47,0.0274532251060009,tensor(1995)
48,0.027429204434156418,tensor(1995)
49,0.027342237532138824,tensor(1996)
50,0.027278603985905647,tensor(1996)
51,0.027138974517583847,tensor(1996)
52,0.027402613312005997,tensor(1996)
53,0.027081463485956192,tensor(1996)
54,0.027168378233909607,tensor(1997)
55,0.027233876287937164,tensor(1997)
56,0.02713097631931305,tensor(1996)
57,0.02720285765826702,tensor(1998)
58,0.027417659759521484,tensor(1997)
59,0.027072353288531303,tensor(1997)
60,0.026956479996442795,tensor(1998)
61,0.0270402655005455,tensor(1998)
62,0.027206014841794968,tensor(1998)
63,0.02689391002058983,tensor(1998)
64,0.02713349461555481,tensor(1998)
65,0.027006035670638084,tensor(1999)
