driver-pairs,distance
"(1, '20', '11')",42.46452984378862
"(1, '20', '14')",43.186476500908896
"(1, '20', '81')",43.18843656852631
"(1, '20', '24')",41.02024324381426
"(1, '20', '21')",43.842065370353154
"(1, '20', '77')",41.08657921888868
"(1, '20', '27')",45.89903234430186
"(1, '20', '16')",49.29788413042758
"(1, '20', '55')",39.31348060994928
"(1, '20', '23')",42.2813278062914
"(1, '20', '1')",45.02659377173379
"(1, '20', '18')",42.68023775553382
"(1, '20', '63')",40.90865736683892
"(1, '20', '2')",40.9564783090867
"(1, '20', '31')",44.73759914256358
"(1, '20', '22')",42.36712990078499
"(1, '20', '44')",43.47290004110119
"(1, '20', '4')",38.628309054946456
"(1, '20', '10')",43.189497834246495
"(1, '11', '20')",45.9031495123935
"(1, '11', '14')",44.180850509561495
"(1, '11', '81')",45.12810578157674
"(1, '11', '24')",45.84945272034997
"(1, '11', '21')",46.51113541091014
"(1, '11', '77')",49.45771593444474
"(1, '11', '27')",46.43374977201321
"(1, '11', '16')",55.91314270532373
"(1, '11', '55')",37.382046303749554
"(1, '11', '23')",43.725233270842466
"(1, '11', '1')",45.073090027485776
"(1, '11', '18')",43.73848600074501
"(1, '11', '63')",41.55415588020756
"(1, '11', '2')",44.6665920182111
"(1, '11', '31')",47.86278455693107
"(1, '11', '22')",35.68108581173623
"(1, '11', '44')",44.062612831638795
"(1, '11', '4')",46.60467974843466
"(1, '11', '10')",47.66799244938711
"(1, '14', '20')",49.385933181910275
"(1, '14', '11')",47.68536280376535
"(1, '14', '81')",52.1577321832044
"(1, '14', '24')",48.25257612917046
"(1, '14', '21')",50.03781174801556
"(1, '14', '77')",41.78407653873434
"(1, '14', '27')",46.29647046644808
"(1, '14', '16')",49.45762495454148
"(1, '14', '55')",48.80531312144001
"(1, '14', '23')",44.40386291845563
"(1, '14', '1')",40.720502433082494
"(1, '14', '18')",44.605545979419226
"(1, '14', '63')",49.091220814128974
"(1, '14', '2')",48.39409819641146
"(1, '14', '31')",43.57642955393002
"(1, '14', '22')",47.96135468306488
"(1, '14', '44')",45.00225690481155
"(1, '14', '4')",45.78170807130795
"(1, '14', '10')",48.566364637824016
"(1, '81', '20')",49.95915927841241
"(1, '81', '11')",54.434695371513925
"(1, '81', '14')",41.4921140167345
"(1, '81', '24')",43.712342876789286
"(1, '81', '21')",47.423473399997015
"(1, '81', '77')",48.13511357873337
"(1, '81', '27')",44.157564528560044
"(1, '81', '16')",51.25840328743957
"(1, '81', '55')",44.68835747332355
"(1, '81', '23')",50.676093471197355
"(1, '81', '1')",47.64217939629949
"(1, '81', '18')",50.863533971358216
"(1, '81', '63')",41.48449814483171
"(1, '81', '2')",46.65191157127559
"(1, '81', '31')",50.35448425316265
"(1, '81', '22')",54.717222454584
"(1, '81', '44')",51.232648053165846
"(1, '81', '4')",46.75353294107137
"(1, '81', '10')",46.400717110439345
"(1, '24', '20')",47.948405236152354
"(1, '24', '11')",47.480003506117455
