,loss,active_neurons
0,0.05928069353103638,4717
1,0.05921005457639694,1155
2,0.05650658160448074,822
3,0.05362369865179062,1505
4,0.04896865785121918,1642
5,0.04663992300629616,1053
6,0.04459834471344948,1270
7,0.044552695006132126,1266
8,0.041022542864084244,1318
9,0.04433559253811836,897
10,0.04542790725827217,1406
11,0.03911559283733368,1210
12,0.0416715107858181,1214
13,0.03823116794228554,2105
14,0.03756391629576683,1373
15,0.034707557410001755,1696
16,0.03891017660498619,3197
17,0.03947187215089798,1651
18,0.037326306104660034,3252
19,0.037143025547266006,2070
20,0.03476626053452492,2623
21,0.03467362001538277,2377
22,0.03704458847641945,2296
23,0.032188914716243744,2756
24,0.03380555659532547,2401
25,0.03417515382170677,2519
26,0.030109429731965065,2445
27,0.030593058094382286,3358
28,0.03072643280029297,2992
29,0.030758118256926537,2917
30,0.030518775805830956,2377
31,0.029418881982564926,2660
32,0.02950969524681568,1976
33,0.02861788682639599,2295
34,0.029016954824328423,2365
35,0.027345849201083183,2059
36,0.027955789119005203,2077
37,0.028632963076233864,2302
38,0.02649357169866562,1994
39,0.02887415513396263,1562
40,0.027598999440670013,1871
41,0.02788006328046322,2194
42,0.027489757165312767,2035
43,0.026866933330893517,2134
44,0.026958318427205086,2561
45,0.026210293173789978,2194
46,0.024890538305044174,2153
47,0.02678661420941353,2522
48,0.02493087761104107,2305
49,0.02509773150086403,2841
50,0.02589210867881775,2379
51,0.02565695159137249,2497
52,0.024584561586380005,2653
53,0.025591952726244926,2460
54,0.024740872904658318,1947
55,0.024412134662270546,3052
56,0.025069301947951317,2792
57,0.02389630489051342,2227
58,0.024201396852731705,2091
59,0.02391192317008972,2336
60,0.0233834870159626,2354
61,0.025062069296836853,2676
62,0.023527486249804497,2739
63,0.023736877366900444,2139
64,0.02306481823325157,2366
65,0.024086378514766693,2638
66,0.02475483901798725,2285
67,0.02239089272916317,2032
68,0.023173965513706207,2307
69,0.02135927602648735,1970
70,0.02222730778157711,2259
71,0.023751335218548775,2438
72,0.022117111831903458,2024
73,0.022289438173174858,2167
74,0.022179603576660156,2360
75,0.022510919719934464,2370
76,0.02318868227303028,2681
77,0.023562977090477943,3084
78,0.02298843301832676,2706
79,0.021231073886156082,2096
80,0.0224534273147583,2629
81,0.022458761930465698,2470
82,0.023218978196382523,2402
83,0.022334909066557884,2610
84,0.021153096109628677,2222
85,0.022290969267487526,2539
86,0.022341575473546982,2528
87,0.022522680461406708,2202
88,0.02204935811460018,2815
89,0.020857835188508034,2335
90,0.021467776969075203,2231
91,0.021161822602152824,2312
92,0.02162477932870388,2750
93,0.02096443995833397,2506
94,0.020838215947151184,2520
95,0.021926552057266235,2636
96,0.02143220603466034,2056
97,0.02045300602912903,2182
98,0.020988572388887405,2502
99,0.021631507202982903,2394
100,0.02185150980949402,2613
101,0.020892512053251266,2362
102,0.021827254444360733,2369
103,0.02122744545340538,2207
104,0.020431917160749435,2230
105,0.02148408070206642,2515
106,0.020362505689263344,2637
107,0.01952696219086647,2119
108,0.02069048024713993,2542
109,0.020371565595269203,2454
110,0.020603418350219727,2275
111,0.020383721217513084,2340
112,0.019752319902181625,2137
113,0.02039535529911518,2432
114,0.021391475573182106,2223
115,0.020640267059206963,2193
116,0.021730246022343636,2662
117,0.019730687141418457,2201
118,0.020286712795495987,2280
119,0.02017725631594658,2272
120,0.021453583613038063,2697
121,0.021107595413923264,2343
122,0.020179346203804016,2469
123,0.02043619006872177,2328
124,0.019673073664307594,2363
125,0.019462404772639275,2546
126,0.01998896896839142,2252
127,0.019621992483735085,2068
128,0.019924622029066086,2157
129,0.019239559769630432,2213
130,0.020922591909766197,2512
131,0.01949397660791874,2006
132,0.02012396603822708,2339
133,0.02068961411714554,2229
134,0.019712617620825768,2195
135,0.01913956180214882,2345
136,0.019792895764112473,2439
137,0.020461980253458023,2094
138,0.020520174875855446,2526
139,0.02040964365005493,2281
140,0.020193148404359818,2205
141,0.020615722984075546,2412
142,0.019269756972789764,2156
143,0.01993483304977417,2091
144,0.02091134898364544,2319
145,0.020261427387595177,2482
146,0.019602792337536812,2280
147,0.019664471969008446,2072
148,0.019840938970446587,2203
149,0.019572788849473,2203
150,0.019567076116800308,2187
151,0.018630441278219223,1969
152,0.018847409635782242,2072
153,0.019867978990077972,2261
154,0.020058443769812584,2108
155,0.019550075754523277,2188
156,0.01894199475646019,1972
157,0.019114721566438675,2016
158,0.019531728699803352,1970
159,0.017122330144047737,1969
160,0.019327757880091667,2385
161,0.0195809006690979,1987
162,0.019103003665804863,2159
163,0.019113928079605103,1991
164,0.019354483112692833,2157
165,0.02011047676205635,2382
166,0.020154811441898346,2435
167,0.019766604527831078,2180
168,0.019275786355137825,1980
169,0.01845010370016098,2068
170,0.019111281260848045,2178
171,0.019335130229592323,2232
172,0.019154701381921768,2135
173,0.019263526424765587,2078
174,0.019386932253837585,2376
175,0.019481945782899857,2213
176,0.019689127802848816,2193
177,0.01839686743915081,2149
178,0.019554853439331055,2338
179,0.0188297089189291,2095
180,0.018828291445970535,2041
181,0.01880214549601078,2026
182,0.018457265570759773,2090
183,0.01782434992492199,1917
184,0.018417250365018845,1810
185,0.018722467124462128,1943
186,0.01843324676156044,1837
187,0.01961677148938179,2131
188,0.018934160470962524,2228
189,0.01830773800611496,2046
190,0.01752801239490509,2040
191,0.01875402219593525,2047
192,0.019272858276963234,2061
193,0.018449807539582253,2223
194,0.018573885783553123,2016
195,0.018159862607717514,2013
196,0.018524080514907837,1865
197,0.019349535927176476,2183
198,0.018526731058955193,1944
199,0.01907801628112793,1913
200,0.019482236355543137,2150
201,0.017581919208168983,1775
202,0.019300423562526703,1989
203,0.01738920249044895,1900
204,0.01770399697124958,1929
205,0.018588542938232422,1907
206,0.01807885803282261,1984
207,0.018153714016079903,1819
208,0.018960297107696533,2038
209,0.01809663511812687,1862
210,0.01867053471505642,2019
211,0.017394037917256355,1888
212,0.01807820238173008,1920
213,0.01915588788688183,1946
214,0.0187371838837862,1941
215,0.018676122650504112,2104
216,0.01756432093679905,1864
217,0.01863209158182144,2148
218,0.017749611288309097,1924
219,0.017613716423511505,1816
220,0.017888057976961136,1750
221,0.01916297897696495,1964
222,0.017133358865976334,1870
223,0.017649490386247635,1826
224,0.018403412774205208,1901
225,0.01816679909825325,1947
226,0.018796153366565704,2146
227,0.0179644376039505,1788
228,0.019328467547893524,2053
229,0.017837433144450188,1876
230,0.018239697441458702,1945
231,0.01774921827018261,1751
232,0.018381798639893532,1871
233,0.018109267577528954,1998
234,0.019921980798244476,2349
235,0.018292509019374847,1914
236,0.01762969046831131,1863
237,0.0182459969073534,1982
238,0.018425505608320236,1753
239,0.018042437732219696,1954
240,0.018681751564145088,2139
241,0.01782066747546196,2013
242,0.01785891316831112,1885
243,0.01852244697511196,1964
244,0.017863860353827477,2141
245,0.017744725570082664,1784
246,0.018131300806999207,1886
247,0.017697930335998535,1922
248,0.018568728119134903,2104
249,0.01874089427292347,1771
250,0.018541961908340454,1920
251,0.018045982345938683,1915
252,0.017637988552451134,1833
253,0.018649086356163025,1917
254,0.01747249625623226,1712
255,0.017852071672677994,1914
256,0.017348842695355415,2030
257,0.017506757751107216,1960
258,0.017534399405121803,1888
259,0.016931114718317986,1765
260,0.018725156784057617,2019
261,0.0188440028578043,2010
262,0.017747975885868073,1827
263,0.01733863353729248,1766
264,0.017767557874321938,1901
265,0.018411172553896904,1934
266,0.018133947625756264,1915
267,0.017797483131289482,2015
268,0.0175933875143528,1851
269,0.016883529722690582,1684
270,0.01784098893404007,1859
271,0.019004205241799355,1867
272,0.017778033390641212,1886
273,0.018673401325941086,1944
274,0.017772456631064415,1914
275,0.018773870542645454,2171
276,0.018324503675103188,1897
277,0.01798737794160843,2030
278,0.017089081928133965,1780
279,0.016779793426394463,1884
280,0.019122734665870667,2032
281,0.016950152814388275,1670
282,0.018857959657907486,2116
283,0.017465516924858093,1882
284,0.017539430409669876,1841
285,0.01704866997897625,1883
286,0.018034297972917557,1962
287,0.018021978437900543,2006
288,0.017893554642796516,1948
289,0.01825661025941372,1931
290,0.016900766640901566,1796
291,0.01740383543074131,1880
292,0.01712625101208687,1749
293,0.01819571480154991,1906
294,0.018187904730439186,1942
295,0.01757807284593582,1931
296,0.017622625455260277,1768
297,0.018043098971247673,1910
298,0.017897972837090492,1866
299,0.018464451655745506,2051
300,0.017249373719096184,2040
301,0.018131408840417862,2007
302,0.017463207244873047,1822
303,0.018558591604232788,1859
304,0.017771588638424873,1881
305,0.016914037987589836,1702
306,0.01792263239622116,2074
307,0.01736966334283352,1984
308,0.01721261255443096,1617
309,0.01809016801416874,1875
310,0.018427744507789612,1827
311,0.01705482043325901,1793
312,0.017060711979866028,1768
313,0.01754016987979412,1943
314,0.017620239406824112,1890
315,0.01923592947423458,1986
316,0.017842238768935204,1982
317,0.017029594630002975,1814
318,0.018091656267642975,1797
319,0.018395889550447464,1991
320,0.01695060171186924,1801
321,0.017840180546045303,1839
322,0.017406318336725235,1724
323,0.016849037259817123,1709
324,0.018183501437306404,1924
325,0.01697576977312565,1801
326,0.01728919893503189,1961
327,0.017525935545563698,1702
328,0.016954544931650162,1768
329,0.01817832700908184,2020
330,0.016346290707588196,1634
331,0.01801062561571598,1893
332,0.01678614877164364,1859
333,0.016862643882632256,1763
334,0.018179526552557945,2088
335,0.01717357337474823,1795
336,0.017072010785341263,1885
337,0.01781717874109745,2116
338,0.017209693789482117,1963
339,0.017700228840112686,1854
340,0.017315734177827835,1778
341,0.017204739153385162,2027
342,0.017918743193149567,1984
343,0.01677272841334343,1801
344,0.017710484564304352,1899
345,0.016722846776247025,1745
346,0.01683167740702629,1794
347,0.01700766384601593,1849
348,0.017546072602272034,1950
349,0.018550392240285873,2004
350,0.01784786581993103,1838
351,0.017466982826590538,2090
352,0.01781359501183033,1834
353,0.016949551180005074,1808
354,0.01822914555668831,2015
355,0.018074704334139824,2041
356,0.017214560881257057,1709
357,0.017319027334451675,1775
358,0.01828659512102604,1993
359,0.01679231971502304,1755
360,0.017915116623044014,1964
361,0.017142966389656067,1733
362,0.016543760895729065,1655
363,0.016902700066566467,1896
364,0.017261410132050514,1929
365,0.016835510730743408,1886
366,0.01816757209599018,2148
367,0.018018515780568123,1844
368,0.01723647117614746,1820
369,0.016791557893157005,1833
370,0.0185089074075222,1985
371,0.016557011753320694,1869
372,0.017410309985280037,1831
373,0.017420263960957527,1947
374,0.017810072749853134,1933
375,0.01739533245563507,1970
376,0.01696346141397953,1875
377,0.01727684587240219,1884
378,0.016728289425373077,1773
379,0.016788315027952194,1907
380,0.016465485095977783,1787
381,0.016459178179502487,1838
382,0.017202893272042274,1947
383,0.018148742616176605,2042
384,0.018184155225753784,2098
385,0.016856268048286438,1806
386,0.017861487343907356,1994
387,0.017019355669617653,1752
388,0.016070222482085228,1764
389,0.017127279192209244,1801
390,0.01740889437496662,1881
391,0.01703261397778988,1836
392,0.01804463192820549,1950
393,0.01698899455368519,1839
394,0.016945330426096916,1937
395,0.017063172534108162,1866
396,0.016528194770216942,1729
397,0.016449717804789543,1854
398,0.016027916222810745,1742
399,0.017238857224583626,1986
400,0.01655326411128044,1902
401,0.017558123916387558,1836
402,0.01738356426358223,1899
403,0.015881577506661415,1642
404,0.016909899190068245,1740
405,0.016677260398864746,1973
406,0.016736801713705063,1828
407,0.016875533387064934,1796
408,0.016497110947966576,1719
409,0.017079951241612434,1981
410,0.01743907481431961,1973
411,0.016827000305056572,1894
412,0.01717514917254448,1919
413,0.016651183366775513,1764
414,0.01717849262058735,1935
415,0.01787528581917286,2174
416,0.01772078312933445,2024
417,0.017246803268790245,1901
418,0.017376763746142387,1968
419,0.017138537019491196,1801
420,0.0171635951846838,1939
421,0.017839789390563965,2014
422,0.017609398812055588,1981
423,0.01821209117770195,1981
424,0.016523975878953934,1694
425,0.01736883446574211,1885
426,0.016616959124803543,1977
427,0.01703222095966339,2000
428,0.016814064234495163,1733
429,0.01756596378982067,1950
430,0.016399936750531197,1703
431,0.017263703048229218,1910
432,0.01786784455180168,2081
433,0.017234427854418755,2002
434,0.018920626491308212,2160
435,0.017135020345449448,2004
436,0.016820281744003296,1780
437,0.016713829711079597,1593
438,0.01757374219596386,1890
439,0.016321949660778046,1743
440,0.0174272283911705,1993
441,0.020817596465349197,1963
442,0.016728077083826065,1744
443,0.016290592029690742,1625
444,0.01672383025288582,1956
445,0.017003754153847694,1858
446,0.01622532308101654,1875
447,0.01723727397620678,1848
448,0.01635180041193962,1867
449,0.01657266914844513,1787
450,0.016632938757538795,1839
451,0.016851497814059258,1755
452,0.016585053876042366,1792
453,0.015797404572367668,1863
454,0.0172000452876091,2002
455,0.01683139055967331,1774
456,0.017655393108725548,1872
457,0.01684172824025154,1920
458,0.016982046887278557,1806
459,0.01651841774582863,1795
460,0.0178154818713665,1880
461,0.016719277948141098,1888
462,0.01628473587334156,1716
463,0.016742687672376633,1898
464,0.01724025048315525,1904
465,0.017477527260780334,1998
466,0.016601985320448875,1819
467,0.017223471775650978,1815
468,0.0172981396317482,1964
469,0.017374074086546898,2002
470,0.01657034270465374,1975
471,0.016856491565704346,2074
472,0.016735577955842018,1949
473,0.016068851575255394,1790
474,0.016358930617570877,1891
475,0.01641060784459114,1706
476,0.0161778312176466,1723
477,0.01642831601202488,1981
478,0.017047187313437462,1942
479,0.01737895794212818,2061
480,0.018045948818325996,2091
481,0.016750888898968697,1898
482,0.01683182269334793,1982
483,0.016586657613515854,1794
484,0.01646086759865284,1793
485,0.017447229474782944,1959
486,0.016887124627828598,1851
487,0.017172424122691154,1978
488,0.016347741708159447,1858
489,0.016399774700403214,1854
490,0.01671384461224079,1928
491,0.017146138474345207,2001
492,0.016347059980034828,1894
493,0.01756392978131771,2017
494,0.01704077608883381,1980
495,0.016246248036623,1921
496,0.016068559139966965,1783
497,0.01656486466526985,1752
498,0.01580541580915451,1860
