driver-pairs,distance
"(1, '40', '4')",49.021425453258765
"(1, '40', '20')",46.918331720477376
"(1, '40', '11')",52.52269173407841
"(1, '40', '14')",48.64526091903421
"(1, '40', '81')",48.54775443430526
"(1, '40', '24')",48.25892413185324
"(1, '40', '77')",56.08060242011644
"(1, '40', '27')",51.05389558582028
"(1, '40', '55')",49.82248447338308
"(1, '40', '23')",49.99864406675107
"(1, '40', '1')",44.03237658896774
"(1, '40', '18')",45.572637483288204
"(1, '40', '63')",49.68181807635018
"(1, '40', '2')",46.18275717355056
"(1, '40', '31')",48.55098920179345
"(1, '40', '44')",54.50574718575984
"(1, '40', '16')",45.324487145764984
"(1, '40', '10')",48.78331974739201
"(1, '4', '40')",38.527396839685814
"(1, '4', '20')",39.10019690734102
"(1, '4', '11')",38.23065461244866
"(1, '4', '14')",38.13007722053203
"(1, '4', '81')",38.12889799650725
"(1, '4', '24')",38.650046899451574
"(1, '4', '77')",41.773638692607115
"(1, '4', '27')",50.52167824301362
"(1, '4', '55')",41.30742257135054
"(1, '4', '23')",44.12034944402587
"(1, '4', '1')",40.55892352222617
"(1, '4', '18')",38.43503737157021
"(1, '4', '63')",36.94145161964634
"(1, '4', '2')",40.666861363012465
"(1, '4', '31')",38.194206992270885
"(1, '4', '44')",51.75414601830342
"(1, '4', '16')",38.18926120014645
"(1, '4', '10')",38.04596869607044
"(1, '20', '40')",48.72737234076761
"(1, '20', '4')",44.906130556745275
"(1, '20', '11')",51.661742945146145
"(1, '20', '14')",48.78277115368337
"(1, '20', '81')",48.74210145367612
"(1, '20', '24')",48.748180575953356
"(1, '20', '77')",49.598334964488785
"(1, '20', '27')",49.25315101375907
"(1, '20', '55')",50.54271072615143
"(1, '20', '23')",54.92396496128013
"(1, '20', '1')",49.47949904868744
"(1, '20', '18')",46.65498043644704
"(1, '20', '63')",46.16626427208009
"(1, '20', '2')",51.625941479732624
"(1, '20', '31')",48.784902552986445
"(1, '20', '44')",49.34684116737867
"(1, '20', '16')",46.517303776527974
"(1, '20', '10')",48.78390890199438
"(1, '11', '40')",44.561083356855754
"(1, '11', '4')",36.37797965966068
"(1, '11', '20')",40.99783197447984
"(1, '11', '14')",37.731257652322384
"(1, '11', '81')",37.76522857936219
"(1, '11', '24')",44.60453280663721
"(1, '11', '77')",44.41504893451618
"(1, '11', '27')",49.737407398850614
"(1, '11', '55')",47.93351735172423
"(1, '11', '23')",41.56259388906057
"(1, '11', '1')",41.529300363072515
"(1, '11', '18')",40.5339669794297
"(1, '11', '63')",38.102016027222874
"(1, '11', '2')",38.76158951885918
"(1, '11', '31')",37.91319642897981
"(1, '11', '44')",53.38948552113168
"(1, '11', '16')",40.30827223241367
"(1, '11', '10')",37.50129010790609
"(1, '14', '40')",47.849274481416295
"(1, '14', '4')",48.73825021801163
"(1, '14', '20')",49.45032585282554
"(1, '14', '11')",48.228258530540714
"(1, '14', '81')",46.98117684279212
"(1, '14', '24')",48.096868158046206
"(1, '14', '77')",57.269181563419046
"(1, '14', '27')",48.882652300548116
"(1, '14', '55')",55.55687781416117
"(1, '14', '23')",49.41210893515672
"(1, '14', '1')",45.902673121168554
"(1, '14', '18')",43.36904531743327
"(1, '14', '63')",49.34806555243271
"(1, '14', '2')",48.52165015574016
"(1, '14', '31')",46.919459983912894
"(1, '14', '44')",50.75912621486389
"(1, '14', '16')",43.41006976671237
"(1, '14', '10')",46.97923278869885
"(1, '81', '40')",48.02788736354277
"(1, '81', '4')",39.212938957405036
"(1, '81', '20')",44.2592945980833
"(1, '81', '11')",43.51075040326048
"(1, '81', '14')",48.16989297533449
"(1, '81', '24')",48.171222915345325
"(1, '81', '77')",47.74968198061775
"(1, '81', '27')",47.58755206339264
"(1, '81', '55')",49.19184054391938
"(1, '81', '23')",44.58368722933963
"(1, '81', '1')",42.36933264656174
"(1, '81', '18')",45.5008508750427
"(1, '81', '63')",40.5142818837578
"(1, '81', '2')",43.739882678899725
"(1, '81', '31')",48.08718178285827
"(1, '81', '44')",49.64138402097693
"(1, '81', '16')",45.20696109458927
"(1, '81', '10')",48.346536576962365
"(1, '24', '40')",49.84884942472461
"(1, '24', '4')",46.43458361464577
"(1, '24', '20')",46.254275595685506
"(1, '24', '11')",49.300683920816546
"(1, '24', '14')",56.05775988448521
"(1, '24', '81')",56.00124613356748
"(1, '24', '77')",52.075519048412225
"(1, '24', '27')",49.9771050552463
"(1, '24', '55')",51.975369843223504
"(1, '24', '23')",48.85475136922212
"(1, '24', '1')",47.10407660232907
"(1, '24', '18')",54.43628250518519
"(1, '24', '63')",48.36368774781407
"(1, '24', '2')",48.827960769612055
"(1, '24', '31')",56.07473380185552
"(1, '24', '44')",47.73498997174659
"(1, '24', '16')",54.3121376276961
"(1, '24', '10')",56.04334184437593
"(1, '77', '40')",44.01308263336942
"(1, '77', '4')",44.34959012886181
"(1, '77', '20')",50.526922978308896
"(1, '77', '11')",44.20668228945144
"(1, '77', '14')",43.79058995896185
