avg_da,avg_en
0.00062539085,0.0
0.010006254,0.0
0.00062539085,0.012933969
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0047651464
0.0,0.0013614704
0.0,0.0020422055
0.0,0.0074880873
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.0027229409
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0012507817,0.025867937
0.14509068,0.04628999
0.0,0.0
0.0,0.0027229409
0.0,0.0
0.06754221,0.108236894
0.0031269544,0.22464262
0.0,0.0006807352
0.30706692,0.107556164
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0343965,0.012253233
0.0,0.0
0.0,0.0
0.13383365,0.03539823
0.46278924,0.35330155
0.0,0.0
0.010006254,0.0
0.00062539085,0.0006807352
0.0,0.003403676
0.0,0.004084411
0.0018761726,0.0
0.0012507817,0.0006807352
0.0043777362,0.045609258
0.0,0.0
0.0,0.004084411
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.15259537,0.004084411
0.0,0.0
0.0,0.0006807352
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.010211028
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.0
0.0,0.008168822
0.0,0.0
0.015009381,0.004084411
0.018136336,0.06739278
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0088495575
0.060662914,0.09257998
0.075046904,0.0714772
0.08505316,0.43090537
0.0031269544,0.0
0.0,0.0054458817
0.0,0.0
0.0,0.0
0.0,0.0
0.005003127,0.01837985
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.028142588,0.04969367
0.0,0.0
0.09443402,0.0027229409
0.0,0.0
0.0012507817,0.013614704
0.0,0.0088495575
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.20387742,0.29475835
0.0,0.0
0.08567855,0.12525527
0.43777362,0.4118448
0.19262038,0.031994555
0.0,0.0
0.052532833,0.043567054
0.0,0.0
0.013133208,0.0
0.059412133,0.0054458817
0.0,0.0
0.0,0.0
0.0,0.0013614704
0.0,0.0
0.0,0.0
0.051907443,0.16609938
0.0,0.0
0.0,0.0
0.0068792994,0.3267529
0.0012507817,0.0
0.0,0.0020422055
0.0,0.0
0.0,0.0054458817
0.0,0.004084411
0.35146967,0.17290674
0.059412133,0.11844792
0.019387117,0.088495575
0.038774233,0.043567054
0.0,0.0
0.0,0.0013614704
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.003403676
0.0,0.0
0.0,0.0013614704
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0012507817,0.0054458817
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.027517198,0.042205583
0.0,0.0
0.0,0.0
0.00062539085,0.011572498
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.15634772,0.021783527
0.0,0.0
0.0,0.0
0.00062539085,0.0
0.0,0.0
0.011882426,0.06330837
0.1307067,0.0108917635
0.0,0.0
0.0,0.011572498
0.0,0.0
0.0,0.0
0.0,0.0
0.12132583,0.43090537
0.0,0.0
0.23139462,0.082368955
0.0,0.0
0.0,0.0
0.0,0.004084411
0.0,0.0
0.0012507817,0.0047651464
0.0,0.0
0.09505941,0.0061266166
0.0031269544,0.03539823
0.023764852,0.104152486
0.0018761726,0.06330837
0.0,0.0013614704
0.0,0.0006807352
0.0,0.0
0.0,0.0
0.01438399,0.0006807352
0.02188868,0.051735874
0.0,0.0
0.0,0.0006807352
0.0,0.0
0.0,0.020422056
0.0,0.004084411
0.0,0.0
0.019387117,0.036078963
0.00062539085,0.040844113
0.0,0.0
0.010006254,0.025867937
0.0,0.0
0.0,0.0
0.006253909,0.05241661
0.083176985,0.06126617
0.00062539085,0.081688225
0.023139462,0.040163375
0.0,0.0
0.0,0.0
0.0,0.0
0.1988743,0.027910143
0.0037523452,0.0006807352
0.020012507,0.0006807352
0.0,0.0
0.0,0.0013614704
0.0,0.0
0.0025015634,0.033356026
0.0,0.004084411
0.0,0.0
0.0,0.0
0.03502189,0.0020422055
0.10694184,0.014295439
0.31832394,0.19400953
0.08380238,0.14431585
0.0031269544,0.0850919
0.0031269544,0.053778082
0.0,0.0
0.006253909,0.0
0.0,0.0
0.0,0.0
0.0,0.0020422055
0.020637898,0.004084411
0.0018761726,0.008168822
0.0,0.0
0.0,0.0020422055
0.068793,0.01701838
0.0,0.0
0.0012507817,0.043567054
0.0,0.0
0.011882426,0.0013614704
0.016885553,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.19074422,0.21851599
0.0,0.0
0.02126329,0.0483322
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.006807352
0.0,0.0020422055
0.07379612,0.05650102
0.0,0.0
0.0,0.0
0.00062539085,0.010211028
0.0,0.0047651464
0.0,0.0
0.0,0.0
0.0,0.0
0.08755472,0.0599047
0.0,0.0
0.00062539085,0.0020422055
0.027517198,0.040844113
0.0,0.0
0.00062539085,0.015656909
0.0,0.006807352
0.008130081,0.041524846
0.00062539085,0.0054458817
0.026891807,0.16746086
0.0,0.0
0.0,0.0
0.3227017,0.45949626
0.0,0.0
0.26641652,0.12593602
0.0,0.0
0.0012507817,0.0047651464
0.005628518,0.024506466
0.006253909,0.0054458817
0.0,0.0
0.0,0.017699115
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.017510945,0.021102792
0.0,0.0
0.020637898,0.13682777
0.005003127,0.0
0.0,0.0
0.0025015634,0.0061266166
0.0,0.0
0.0,0.0
0.0,0.0
0.0043777362,0.0047651464
0.011257036,0.0108917635
0.00062539085,0.0013614704
0.0,0.0
0.005003127,0.06398911
0.08380238,0.0088495575
0.0,0.0
0.0018761726,0.053097345
0.032520324,0.6106195
0.0,0.0
0.005628518,0.030633084
0.0,0.0
0.0,0.0
0.12945591,0.016337644
0.0,0.0
0.0025015634,0.030633084
0.0,0.0
0.0,0.0
0.0,0.0047651464
0.0,0.0
0.0068792994,0.0006807352
0.0,0.0027229409
0.0,0.0
0.0,0.0047651464
0.0,0.0
0.0,0.0
0.0,0.0
0.0043777362,0.07964602
0.0,0.0006807352
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0074880873
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.004084411
0.0025015634,0.029271614
0.0,0.0
0.0031269544,0.0
0.0075046904,0.088495575
0.0,0.01837985
0.0,0.004084411
0.0,0.0
0.010631645,0.040163375
0.0,0.0
0.14258912,0.0061266166
0.09318324,0.0047651464
0.0,0.0054458817
0.08630394,0.006807352
0.0,0.0
0.12632896,0.033356026
0.0,0.0
0.015009381,0.08781484
0.0,0.0
0.0018761726,0.0074880873
0.0,0.0
0.0,0.0
0.15009381,0.014295439
0.0,0.0
0.0,0.0
0.0075046904,0.07828455
0.0,0.0
0.0,0.0
0.0,0.0
0.04377736,0.19400953
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.005003127,0.0483322
0.0,0.0
0.0012507817,0.047651462
0.0,0.0
0.0037523452,0.0
0.00062539085,0.003403676
0.0,0.0
0.0,0.0006807352
0.0,0.010211028
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.025187202
0.023139462,0.0006807352
0.0,0.0
0.20325203,0.025187202
0.0,0.0
0.0012507817,0.053778082
0.0,0.0
0.0,0.0
0.0,0.0
0.0068792994,0.036078963
0.005003127,0.0047651464
0.0,0.014295439
0.0018761726,0.0367597
0.010006254,0.081688225
0.0,0.0
0.0,0.0
0.0,0.0
0.055659786,0.0061266166
0.00062539085,0.021783527
0.0,0.0
0.0,0.0
0.0,0.0061266166
0.17385866,0.026548672
0.0,0.0006807352
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.0
0.0,0.0088495575
0.0,0.0
0.10006254,0.055820286
0.0,0.0
0.0025015634,0.03812117
0.0,0.0
0.0,0.0
0.0,0.0
0.0031269544,0.004084411
0.0,0.0
0.13508442,0.024506466
0.0,0.025187202
0.0018761726,0.016337644
0.0,0.0
0.033771105,0.05650102
0.00062539085,0.012253233
0.0025015634,0.004084411
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.006807352
0.0,0.0
0.00062539085,0.025187202
0.0,0.0
0.029393371,0.041524846
0.0,0.23689584
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.03812117
0.0,0.0
0.0,0.019060586
0.0025015634,0.004084411
0.0,0.0006807352
0.01438399,0.16133425
0.0,0.0
0.010006254,0.0367597
0.0031269544,0.0108917635
0.0012507817,0.0013614704
0.0,0.021102792
0.0,0.0
0.0031269544,0.07079646
0.05816135,0.07692308
0.4452783,0.11300204
0.0,0.0
0.00062539085,0.0
0.0,0.0013614704
0.0,0.0
0.0,0.0
0.018761726,0.004084411
0.054409005,0.0047651464
0.0,0.0
0.010631645,0.0013614704
0.053783614,0.0020422055
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.0108917635
0.0,0.0020422055
0.0,0.0
0.00062539085,0.0
0.0,0.012253233
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0020422055
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.005003127,0.07079646
0.0,0.0
0.044402752,0.013614704
0.018136336,0.0367597
0.0,0.0
0.0,0.003403676
0.0,0.0
0.0012507817,0.033356026
0.16072546,0.023144996
0.0,0.0
0.0,0.0013614704
0.0,0.0
0.040025014,0.09189925
0.0,0.0
0.0025015634,0.0013614704
0.0,0.0
0.005628518,0.037440434
0.0,0.0
0.0,0.0
0.0,0.0006807352
0.0,0.0006807352
0.005003127,0.031994555
0.0012507817,0.0047651464
0.0,0.0
0.0031269544,0.13410483
0.031894933,0.08441117
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.004084411
0.0,0.0
0.0068792994,0.04697073
0.0,0.0
0.0,0.0
0.0,0.0
0.051282052,0.0047651464
0.00062539085,0.0
0.0,0.0
0.06441526,0.09938734
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.10318949,0.01701838
0.0,0.034717496
0.011882426,0.0
0.0,0.0
0.0,0.0
0.0,0.019060586
0.0,0.012253233
0.06316448,0.012253233
0.0,0.0
0.0043777362,0.044247787
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.004084411
0.0,0.0
0.0,0.0
0.0,0.0
0.011257036,0.0
0.00062539085,0.016337644
0.0,0.0
0.0,0.0483322
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.009530293
0.21888681,0.1626957
0.0,0.0
0.0,0.0
0.0,0.0006807352
0.0031269544,0.0367597
0.0,0.0
0.0,0.0
0.0,0.0
0.0012507817,0.0020422055
0.0,0.0
0.0,0.004084411
0.0,0.0
0.0,0.0
0.07066917,0.10074881
0.0,0.0027229409
0.0012507817,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.068167605,0.13002042
0.008130081,0.07828455
0.0,0.0
0.0012507817,0.0006807352
0.15196998,0.149081
0.0,0.0
0.0,0.0047651464
0.0,0.0
0.0,0.0
0.052532833,0.0027229409
0.006253909,0.12933968
0.32770482,0.029271614
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.006253909,0.006807352
0.0,0.0
0.0,0.0
0.20200124,0.033356026
0.0,0.0
0.0,0.0
0.0075046904,0.16337645
0.13320826,0.06807352
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0025015634,0.0367597
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.055034395,0.14771953
0.0,0.0020422055
0.0,0.0
0.0031269544,0.030633084
0.00062539085,0.008168822
0.24765478,0.3424098
0.0,0.0
0.29956222,0.038801905
0.008130081,0.11232131
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.14258912,0.014976175
0.0,0.0
0.0,0.0013614704
0.0037523452,0.0
0.0,0.0
0.0012507817,0.003403676
0.0,0.0
0.0,0.0
0.010006254,0.0
0.0,0.0
0.0,0.0
0.023139462,0.0027229409
0.00062539085,0.01837985
0.0,0.0047651464
0.0,0.0
0.006253909,0.031994555
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.14821763,0.009530293
0.0018761726,0.11912866
0.0,0.0
0.0,0.0
0.0012507817,0.0367597
0.0,0.0
0.11382114,0.012933969
0.005003127,0.003403676
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010631645,0.0006807352
0.0,0.0
0.0,0.008168822
0.0,0.0
0.0,0.0054458817
0.0,0.0
0.01438399,0.0006807352
0.0043777362,0.028590878
0.0,0.0
0.06629143,0.104152486
0.0,0.0027229409
0.0012507817,0.019741321
0.0012507817,0.026548672
0.020012507,0.0020422055
0.0,0.0
0.07004378,0.003403676
0.055034395,0.0
0.0,0.0
0.00062539085,0.0006807352
0.0,0.0047651464
0.07317073,0.0074880873
0.0,0.0
0.0,0.0
0.00062539085,0.029271614
0.0,0.004084411
0.029393371,0.107556164
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.09068168,0.09938734
0.02876798,0.040163375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.12695435,0.0054458817
0.20387742,0.011572498
0.0,0.0
0.0031269544,0.021783527
0.083176985,0.03403676
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.02876798,0.0
0.0,0.0
0.06566604,0.09938734
0.3014384,0.3750851
0.00062539085,0.0013614704
0.0,0.0013614704
0.0,0.0
0.0,0.0
0.0,0.0020422055
0.0,0.0
0.0037523452,0.05922396
0.0,0.0
0.0,0.0
0.008130081,0.0
0.2388993,0.04628999
0.44840527,0.18788292
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0012507817,0.06398911
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.022464262
0.023139462,0.014295439
0.01438399,0.03539823
0.0,0.0
0.0,0.0
0.0,0.012933969
0.0,0.0
0.0,0.0013614704
0.15509693,0.16337645
0.023764852,0.031313818
0.0043777362,0.0
0.06316448,0.01701838
0.0,0.0
0.0,0.0
0.0,0.016337644
0.0,0.015656909
0.0,0.0
0.0018761726,0.0020422055
0.00062539085,0.013614704
0.0031269544,0.034717496
0.0,0.0
0.0,0.0
0.0,0.0
0.013133208,0.15112321
0.0012507817,0.0020422055
0.0,0.0
0.15634772,0.022464262
0.0018761726,0.11300204
0.06566604,0.3750851
0.09318324,0.051735874
0.0,0.043567054
0.0,0.0047651464
0.0,0.0
0.07442151,0.11640572
0.0,0.0
0.0,0.0
0.0,0.019741321
0.030018762,0.10347175
0.0,0.003403676
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0047651464
0.0012507817,0.016337644
0.0,0.0
0.00062539085,0.0
0.0,0.0054458817
0.0,0.019060586
0.0,0.0
0.00062539085,0.006807352
0.0,0.0
0.0,0.0
0.0,0.0
0.2326454,0.031313818
0.0,0.010211028
0.0,0.0
0.0,0.0
0.0,0.0
0.0043777362,0.042886317
0.0,0.0
0.0012507817,0.0006807352
0.0,0.0
0.0,0.0
0.0,0.0
0.008130081,0.0
0.0,0.03403676
0.0,0.0054458817
0.00062539085,0.0013614704
0.0025015634,0.0074880873
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.033356026
0.0,0.03267529
0.0,0.0
0.0,0.0
0.059412133,0.08917631
0.0,0.0
0.0,0.0
0.025015635,0.0027229409
0.0,0.0
0.0,0.0
0.017510945,0.0013614704
0.09130707,0.0027229409
0.05816135,0.02995235
0.037523452,0.17699115
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.015656909
0.0343965,0.1586113
0.00062539085,0.0047651464
0.029393371,0.0074880873
0.0037523452,0.0013614704
0.0018761726,0.015656909
0.0,0.0
0.0,0.0
0.0,0.004084411
0.0018761726,0.062627636
0.0,0.0
0.0,0.0
0.0,0.0
0.06316448,0.0987066
0.10881801,0.014295439
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.34459037,0.10483322
0.0,0.0
0.0,0.0
0.0,0.0
0.0025015634,0.0367597
0.28955597,0.0027229409
0.0,0.0047651464
0.1644778,0.01701838
0.0012507817,0.0
0.0,0.0054458817
0.0,0.03539823
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.020012507,0.030633084
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.005003127,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.0047651464
0.0,0.0
0.05691057,0.10687543
0.0,0.0
0.07191995,0.0108917635
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0054458817
0.0,0.0
0.0,0.0
0.00062539085,0.0006807352
0.16510318,0.107556164
0.0,0.0
0.0,0.014976175
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.0088495575
0.0087554725,0.0013614704
0.0,0.0
0.0,0.0
0.0,0.003403676
0.0,0.0
0.0,0.0
0.0012507817,0.038801905
0.0,0.0
0.0,0.010211028
0.0,0.0
0.0,0.0
0.0075046904,0.020422056
0.0043777362,0.0027229409
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.01438399,0.042205583
0.0,0.0
0.011257036,0.049012933
0.0043777362,0.004084411
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.016337644
0.0,0.0006807352
0.0,0.0
0.0,0.0
0.012507818,0.0
0.0,0.0
0.0012507817,0.0054458817
0.5841151,0.10687543
0.029393371,0.0027229409
0.0,0.0006807352
0.0,0.0
0.016885553,0.047651462
0.024390243,0.0006807352
0.0,0.0020422055
0.0012507817,0.0074880873
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0047651464
0.0,0.0027229409
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.018761726,0.09053778
0.0,0.0
0.0,0.0
0.005003127,0.0027229409
0.054409005,0.13410483
0.0,0.011572498
0.00062539085,0.014295439
0.00062539085,0.042886317
0.0,0.0
0.0068792994,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.0054458817
0.0,0.0
0.0,0.0
0.0,0.0
0.0037523452,0.22532335
0.0012507817,0.0020422055
0.0,0.0
0.0,0.0
0.00062539085,0.0006807352
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0006807352
0.00062539085,0.017699115
0.14759225,0.38189244
0.0,0.013614704
0.0,0.0
0.0,0.0
0.0,0.0
0.0025015634,0.0006807352
0.0,0.0
0.0,0.0
0.05691057,0.011572498
0.016885553,0.0006807352
0.0,0.0
0.07379612,0.1565691
0.0012507817,0.0013614704
0.0,0.0
0.0,0.0
0.0,0.0020422055
0.0,0.0
0.30018762,0.3539823
0.0012507817,0.030633084
0.69606006,0.86861813
0.0,0.0
0.0,0.0
0.3164478,0.14227365
0.0,0.0
0.0,0.0
0.0012507817,0.08032675
0.0,0.0
0.0,0.0
0.42213884,0.3206263
0.12945591,0.149081
0.0,0.0
0.055034395,0.05650102
0.010006254,0.0006807352
0.0,0.0020422055
0.0,0.0
0.018761726,0.044247787
0.00062539085,0.0013614704
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.18761726,0.10483322
0.0,0.0
0.03502189,0.3560245
0.00062539085,0.029271614
0.0,0.0
0.0,0.0
0.0,0.0
0.005628518,0.5091899
0.015009381,0.0
0.0,0.0
0.0,0.0
0.015634771,0.042205583
0.0,0.0
0.008130081,0.0061266166
0.0,0.0
0.0025015634,0.08100749
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0054458817
0.08630394,0.0
0.0,0.0
0.0,0.0
0.0,0.012933969
0.0018761726,0.044928525
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0025015634,0.05922396
0.0,0.0
0.12507817,0.039482642
0.29393372,0.39891082
0.0,0.0
0.017510945,0.0020422055
0.0,0.0
0.0,0.0
0.0,0.0
0.11819887,0.010211028
0.0,0.0
0.07692308,0.021102792
0.0,0.0
0.09068168,0.13070115
0.0,0.0
0.09443402,0.058543228
0.0,0.0
0.0018761726,0.0
0.0,0.0013614704
0.0,0.0
0.10819262,0.057181757
0.0,0.0
0.0,0.0
0.0,0.029271614
0.0,0.0
0.0,0.0027229409
0.005003127,0.006807352
0.096935585,0.20762423
0.10131332,0.0074880873
0.0,0.0
0.0018761726,0.020422056
0.0,0.0027229409
0.0,0.0027229409
0.0,0.0088495575
0.061913695,0.0987066
0.27204502,0.05513955
0.016260162,0.030633084
0.0,0.015656909
0.0,0.0
0.0,0.0013614704
0.0,0.0
0.0,0.0
0.0025015634,0.022464262
0.0,0.0
0.0031269544,0.025187202
0.0,0.023144996
0.0,0.0
0.0,0.015656909
0.0,0.0
0.0,0.0
0.015009381,0.17290674
0.0,0.01837985
0.00062539085,0.0061266166
0.0,0.0
0.0,0.0
0.0,0.0
0.0031269544,0.008168822
0.0,0.0
0.0,0.0
0.0,0.0
0.11507192,0.014976175
0.0,0.012253233
0.0,0.0
0.0068792994,0.003403676
0.0,0.0
0.20512821,0.48604494
0.09631019,0.12049013
0.0,0.0
0.0,0.0
0.0,0.0
0.0043777362,0.0
0.0,0.0
0.02876798,0.17494895
0.029393371,0.0088495575
0.0,0.0
0.0,0.0
0.025641026,0.040163375
0.17073171,0.097345136
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00062539085,0.025187202
0.0,0.0
0.0,0.0
0.012507818,0.0
0.0,0.0027229409
0.0068792994,0.03267529
0.0031269544,0.0020422055
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0027229409
0.0,0.0
0.0,0.0108917635
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.06504065,0.10347175
0.0,0.0
0.0,0.0
0.0,0.0
0.26516572,0.03403676
0.037523452,0.0006807352
0.13445903,0.03812117
0.0012507817,0.022464262
0.005003127,0.010211028
0.06566604,0.0027229409
0.0,0.0
0.0,0.0
0.0,0.0
0.0018761726,0.0020422055
0.0012507817,0.017699115
0.0,0.0
0.0,0.0
0.0,0.0027229409
0.0,0.0
0.0,0.0
0.0,0.017699115
0.0025015634,0.012933969
0.0,0.0
0.33333334,0.43567052
0.0,0.0
0.0,0.0
0.0,0.0
0.02876798,0.004084411
0.0031269544,0.0
0.0,0.0
0.0,0.0054458817
0.49593496,0.37372363
0.0,0.0
0.010006254,0.014295439
0.0,0.003403676
0.0,0.0
0.0,0.0
0.0,0.0006807352
0.0,0.0
