driver-pairs,distance
"(1, '40', '4')",46.38794399877535
"(1, '40', '20')",53.51215239266981
"(1, '40', '11')",36.72308031531022
"(1, '40', '14')",44.60300572542843
"(1, '40', '81')",49.69562628735331
"(1, '40', '24')",43.02144583165969
"(1, '40', '77')",41.55681509088374
"(1, '40', '27')",45.58442503692748
"(1, '40', '55')",45.976875862861874
"(1, '40', '23')",50.93607165088557
"(1, '40', '1')",46.105557813785346
"(1, '40', '18')",47.02653522679284
"(1, '40', '63')",38.56622104263234
"(1, '40', '2')",44.88079322844424
"(1, '40', '31')",44.985242452342554
"(1, '40', '44')",46.862452189940775
"(1, '40', '16')",51.66827698804611
"(1, '40', '10')",44.09371941897251
"(1, '4', '40')",43.184947960649005
"(1, '4', '20')",53.05700253467517
"(1, '4', '11')",34.83558813786148
"(1, '4', '14')",45.158095652288644
"(1, '4', '81')",46.26761353004005
"(1, '4', '24')",41.00180263793098
"(1, '4', '77')",42.83139079754532
"(1, '4', '27')",43.6878862289871
"(1, '4', '55')",44.56094275846535
"(1, '4', '23')",50.5971904389029
"(1, '4', '1')",44.96619332058837
"(1, '4', '18')",46.025495161399796
"(1, '4', '63')",39.955798864637174
"(1, '4', '2')",43.234565107024245
"(1, '4', '31')",44.88546361786978
"(1, '4', '44')",47.15250610931475
"(1, '4', '16')",49.017822014992035
"(1, '4', '10')",42.4272732708672
"(1, '20', '40')",40.82699850485842
"(1, '20', '4')",47.99649247518369
"(1, '20', '11')",32.890279527173426
"(1, '20', '14')",43.983755425768535
"(1, '20', '81')",45.258715428407456
"(1, '20', '24')",42.028709256176235
"(1, '20', '77')",41.647134620049684
"(1, '20', '27')",44.16737772279667
"(1, '20', '55')",44.261939395011645
"(1, '20', '23')",51.85782939339464
"(1, '20', '1')",45.0290264636666
"(1, '20', '18')",45.95751507438741
"(1, '20', '63')",37.577622807667304
"(1, '20', '2')",42.97027714948494
"(1, '20', '31')",46.386417870302324
"(1, '20', '44')",46.97604113843533
"(1, '20', '16')",48.3329873589234
"(1, '20', '10')",39.89751914467504
"(1, '11', '40')",43.32381132300815
"(1, '11', '4')",45.10133579465713
"(1, '11', '20')",43.801413053860095
"(1, '11', '14')",44.33978532035221
"(1, '11', '81')",44.44794359011444
"(1, '11', '24')",41.550831693648576
"(1, '11', '77')",41.22133198422405
"(1, '11', '27')",44.023364835128056
"(1, '11', '55')",44.6930009381449
"(1, '11', '23')",42.544066930127315
"(1, '11', '1')",42.52398047004862
"(1, '11', '18')",49.82741558282691
"(1, '11', '63')",40.04617409301886
"(1, '11', '2')",42.89264226610813
"(1, '11', '31')",43.652362267403056
"(1, '11', '44')",46.96450440228811
"(1, '11', '16')",50.249786569593404
"(1, '11', '10')",40.94914838245777
"(1, '14', '40')",42.5480228292589
"(1, '14', '4')",47.23842036978167
"(1, '14', '20')",50.35836391107562
"(1, '14', '11')",39.213952785522274
"(1, '14', '81')",46.92419559769235
"(1, '14', '24')",41.43016538299398
"(1, '14', '77')",43.158498267199455
"(1, '14', '27')",44.09468420832421
"(1, '14', '55')",42.90966718862332
"(1, '14', '23')",49.18497825901096
"(1, '14', '1')",45.4554092568622
"(1, '14', '18')",46.0096264551597
"(1, '14', '63')",40.427028101285444
"(1, '14', '2')",46.07302464250882
"(1, '14', '31')",44.99164454878023
"(1, '14', '44')",46.76027901364519
"(1, '14', '16')",49.68229078462891
"(1, '14', '10')",42.79605825068944
"(1, '81', '40')",41.204742145323415
"(1, '81', '4')",44.4482829533082
"(1, '81', '20')",44.54528738921004
"(1, '81', '11')",34.6159018578824
"(1, '81', '14')",43.789222364821285
"(1, '81', '24')",42.199205207394385
"(1, '81', '77')",38.763522807815114
"(1, '81', '27')",44.26411486078329
"(1, '81', '55')",44.68036639403761
"(1, '81', '23')",49.29466767264056
"(1, '81', '1')",45.52797038863343
"(1, '81', '18')",44.73405635327761
"(1, '81', '63')",38.581506737713326
"(1, '81', '2')",47.646770953422184
"(1, '81', '31')",46.883397919378865
"(1, '81', '44')",46.457950390392725
"(1, '81', '16')",47.556151095576034
"(1, '81', '10')",40.966628922597494
"(1, '24', '40')",46.67361523153534
"(1, '24', '4')",43.617862202394555
"(1, '24', '20')",52.263459611134216
"(1, '24', '11')",36.726396821897154
"(1, '24', '14')",43.04454515278581
"(1, '24', '81')",47.31724823415857
"(1, '24', '77')",39.98759519216823
"(1, '24', '27')",42.660263538844234
"(1, '24', '55')",43.27776763030437
"(1, '24', '23')",48.457984125869785
"(1, '24', '1')",42.88337523874462
"(1, '24', '18')",49.03281202626162
"(1, '24', '63')",39.89198035081782
"(1, '24', '2')",45.75193006482574
"(1, '24', '31')",44.66190376214656
"(1, '24', '44')",47.49439564273207
"(1, '24', '16')",48.86464731693517
"(1, '24', '10')",46.27874634465173
"(1, '77', '40')",43.341633148581906
"(1, '77', '4')",47.92305606415986
"(1, '77', '20')",52.889448590361084
"(1, '77', '11')",37.971409220610674
"(1, '77', '14')",45.60444211378437
"(1, '77', '81')",49.09273517470401
"(1, '77', '24')",41.357993472449635
"(1, '77', '27')",43.912050311940135
"(1, '77', '55')",45.29073883348491
"(1, '77', '23')",46.80489318113703
"(1, '77', '1')",45.21757053948334
"(1, '77', '18')",48.522181564224006
"(1, '77', '63')",40.06800120092455
"(1, '77', '2')",44.657679165566634
"(1, '77', '31')",43.04079807939426
"(1, '77', '44')",45.80379998547423
"(1, '77', '16')",50.59752898865875
"(1, '77', '10')",43.9778696083559
"(1, '27', '40')",43.006391891383636
"(1, '27', '4')",47.10654792865497
"(1, '27', '20')",53.987384951519765
"(1, '27', '11')",39.18262977805461
"(1, '27', '14')",46.27667897717807
"(1, '27', '81')",51.20765277527494
"(1, '27', '24')",43.326943767198976
"(1, '27', '77')",42.25278440944775
"(1, '27', '55')",44.97992435240942
"(1, '27', '23')",50.30613610851858
"(1, '27', '1')",45.97236772576862
"(1, '27', '18')",47.956744824216635
"(1, '27', '63')",40.77704341514883
"(1, '27', '2')",46.28113577315122
