ORIGIN,DEST,PAYLOAD,DISTANCE,SEATS,PASSENGERS,DEPARTURES_PERFORMED,CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,ORIGIN_NAME,DEST_NAME
DFW,ABE,72855.0,1307.0,272.0,215.0,3.0,['Pinnacle Airlines Inc.' 'Shuttle America Corp.' 'United Air Lines Inc.'],11298,10135,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
DTW,ABE,12963791.0,425.0,49947.0,35719.0,996.0,"['Republic Airlines' 'Delta Air Lines Inc.' 'ExpressJet Airlines Inc.'
 'Air Wisconsin Airlines Corp' 'Pinnacle Airlines Inc.'
 'Endeavor Air Inc.']",11433,10135,"Detroit, MI: Detroit Metro Wayne County","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ELM,ABE,24062.0,128.0,50.0,13.0,1.0,['Air Wisconsin Airlines Corp'],11537,10135,"Elmira/Corning, NY: Elmira/Corning Regional","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
EWR,ABE,164009.0,67.0,87.0,47.0,4.0,"['ExpressJet Airlines Inc.' 'Federal Express Corporation'
 'Commutair Aka Champlain Enterprises, Inc.']",11618,10135,"Newark, NJ: Newark Liberty International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
GPT,ABE,28603.0,1041.0,99.0,99.0,1.0,['Republic Airlines'],11973,10135,"Gulfport/Biloxi, MS: Gulfport-Biloxi International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
GSO,ABE,42500.0,398.0,200.0,176.0,4.0,['Endeavor Air Inc.' 'ExpressJet Airlines Inc.'],11995,10135,"Greensboro/High Point, NC: Piedmont Triad International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
GSP,ABE,58124.0,543.0,150.0,97.0,3.0,['ExpressJet Airlines Inc.' 'Air Wisconsin Airlines Corp'],11996,10135,"Greer, SC: Greenville-Spartanburg International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
HPN,ABE,20650.0,95.0,55.0,24.0,3.0,['Tradewind Aviation' 'Piedmont Airlines'],12197,10135,"White Plains, NY: Westchester County","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
IAD,ABE,1168700.0,159.0,4085.0,1646.0,109.0,"['ExpressJet Airlines Inc.' 'Commutair Aka Champlain Enterprises, Inc.']",12264,10135,"Washington, DC: Washington Dulles International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
IAH,ABE,19886.0,1339.0,76.0,69.0,1.0,['Compass Airlines'],12266,10135,"Houston, TX: George Bush Intercontinental/Houston","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
IFP,ABE,28603.0,2153.0,99.0,95.0,1.0,['Republic Airlines'],10590,10135,"Bullhead City, AZ: Laughlin/Bullhead International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ILM,ABE,24062.0,460.0,50.0,43.0,1.0,['Air Wisconsin Airlines Corp'],12323,10135,"Wilmington, NC: Wilmington International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
IND,ABE,16169172.0,578.0,598.0,352.0,193.0,"['Republic Airlines' 'Miami Air International' 'Compass Airlines'
 'Shuttle America Corp.' 'Air Wisconsin Airlines Corp'
 'Federal Express Corporation' 'ExpressJet Airlines Inc.']",12339,10135,"Indianapolis, IN: Indianapolis International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ISP,ABE,17300.0,123.0,74.0,42.0,2.0,['Piedmont Airlines'],12391,10135,"Islip, NY: Long Island MacArthur","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
JAX,ABE,83606.0,783.0,360.0,325.0,6.0,['Republic Airlines' 'ExpressJet Airlines Inc.'],12451,10135,"Jacksonville, FL: Jacksonville International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
LAS,ABE,28603.0,2161.0,99.0,99.0,1.0,['Republic Airlines'],12889,10135,"Las Vegas, NV: McCarran International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
LAX,ABE,47010.0,2388.0,142.0,126.0,1.0,['United Air Lines Inc.'],12892,10135,"Los Angeles, CA: Los Angeles International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
LGA,ABE,32712.0,83.0,87.0,82.0,2.0,['Air Wisconsin Airlines Corp' 'Piedmont Airlines'],12953,10135,"New York, NY: LaGuardia","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MCI,ABE,116549.0,1025.0,427.0,397.0,5.0,['Republic Airlines' 'ExpressJet Airlines Inc.'],13198,10135,"Kansas City, MO: Kansas City International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MCO,ABE,2022504.0,906.0,9277.0,8471.0,67.0,['United Air Lines Inc.' 'Frontier Airlines Inc.'],13204,10135,"Orlando, FL: Orlando International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MDT,ABE,11118.0,77.0,50.0,44.0,1.0,['Trans States Airlines'],13230,10135,"Harrisburg, PA: Harrisburg International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MEM,ABE,15596485.0,883.0,76.0,59.0,234.0,['Pinnacle Airlines Inc.' 'Federal Express Corporation'],13244,10135,"Memphis, TN: Memphis International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MHT,ABE,12240.0,260.0,50.0,26.0,1.0,['PSA Airlines Inc.'],13296,10135,"Manchester, NH: Manchester-Boston Regional","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MKE,ABE,77023.0,662.0,308.0,101.0,5.0,"['Shuttle America Corp.' 'GoJet Airlines, LLC d/b/a United Express'
 'ExpressJet Airlines Inc.']",13342,10135,"Milwaukee, WI: General Mitchell International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MSP,ABE,21502.0,948.0,76.0,57.0,1.0,['Pinnacle Airlines Inc.'],13487,10135,"Minneapolis, MN: Minneapolis-St Paul International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
MYR,ABE,1904000.0,518.0,9248.0,7951.0,56.0,['Allegiant Air'],13577,10135,"Myrtle Beach, SC: Myrtle Beach International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
OMA,ABE,30000.0,1068.0,150.0,146.0,3.0,['ExpressJet Airlines Inc.'],13871,10135,"Omaha, NE: Eppley Airfield","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ORD,ABE,10561247.0,654.0,50035.0,38926.0,999.0,"['Shuttle America Corp.' 'ExpressJet Airlines Inc.'
 'Trans States Airlines']",13930,10135,"Chicago, IL: Chicago O'Hare International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ORF,ABE,64534.0,262.0,221.0,117.0,4.0,"['Chautauqua Airlines Inc.' 'Republic Airlines'
 'Air Wisconsin Airlines Corp']",13931,10135,"Norfolk, VA: Norfolk International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
PGD,ABE,426000.0,1018.0,2094.0,1829.0,13.0,['Casino Express' 'Allegiant Air'],14082,10135,"Punta Gorda, FL: Punta Gorda Airport","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
PHL,ABE,17061990.0,55.0,58991.0,32021.0,1486.0,"['Republic Airlines' 'Federal Express Corporation' 'Mesa Airlines Inc.'
 'Piedmont Airlines' 'Air Wisconsin Airlines Corp' 'PSA Airlines Inc.'
 'Chautauqua Airlines Inc.']",14100,10135,"Philadelphia, PA: Philadelphia International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
PIE,ABE,4522000.0,970.0,22030.0,20931.0,133.0,['Allegiant Air'],14112,10135,"St. Petersburg, FL: St. Petersburg-Clearwater International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
PIT,ABE,77103.0,252.0,291.0,208.0,4.0,['Republic Airlines' 'ExpressJet Airlines Inc.'],14122,10135,"Pittsburgh, PA: Pittsburgh International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
PVD,ABE,62723.0,222.0,0.0,0.0,1.0,['Federal Express Corporation'],14307,10135,"Providence, RI: Theodore Francis Green State","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
PWM,ABE,103635.0,335.0,149.0,117.0,3.0,['Republic Airlines' 'Federal Express Corporation'],14321,10135,"Portland, ME: Portland International Jetport","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
RDU,ABE,149828.0,376.0,182.0,30.0,4.0,"['GoJet Airlines, LLC d/b/a United Express' 'ExpressJet Airlines Inc.'
 'Federal Express Corporation']",14492,10135,"Raleigh/Durham, NC: Raleigh-Durham International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
RIC,ABE,59092.0,239.0,269.0,220.0,5.0,['Shuttle America Corp.' 'ExpressJet Airlines Inc.'],14524,10135,"Richmond, VA: Richmond International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ROC,ABE,11486.0,205.0,50.0,43.0,1.0,['Chautauqua Airlines Inc.'],14576,10135,"Rochester, NY: Greater Rochester International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
SAV,ABE,41803.0,669.0,176.0,137.0,3.0,['Shuttle America Corp.' 'ExpressJet Airlines Inc.'],14685,10135,"Savannah, GA: Savannah/Hilton Head International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
SCE,ABE,24062.0,127.0,50.0,27.0,1.0,['Air Wisconsin Airlines Corp'],14711,10135,"State College, PA: University Park","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
SDF,ABE,67170.0,576.0,285.0,196.0,5.0,['Pinnacle Airlines Inc.' 'Chautauqua Airlines Inc.' 'Mesa Airlines Inc.'],14730,10135,"Louisville, KY: Louisville International-Standiford Field","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
SFB,ABE,8897600.0,882.0,43044.0,40029.0,261.0,['Allegiant Air'],14761,10135,"Sanford, FL: Orlando Sanford International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
STL,ABE,45564.0,805.0,126.0,109.0,2.0,['Endeavor Air Inc.' 'Air Wisconsin Airlines Corp'],15016,10135,"St. Louis, MO: Lambert-St. Louis International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
SYR,ABE,89019.0,173.0,249.0,116.0,4.0,['Republic Airlines' 'Air Wisconsin Airlines Corp'],15096,10135,"Syracuse, NY: Syracuse Hancock International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
TPA,ABE,35470.0,962.0,138.0,138.0,1.0,['United Air Lines Inc.'],15304,10135,"Tampa, FL: Tampa International","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
TYS,ABE,36000.0,572.0,150.0,125.0,3.0,['Pinnacle Airlines Inc.' 'ExpressJet Airlines Inc.'],15412,10135,"Knoxville, TN: McGhee Tyson","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
UTM,ABE,143015.0,913.0,495.0,471.0,5.0,['Republic Airlines'],15502,10135,"Tunica, MS: Tunica Municipal","Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ATL,ABY,12596500.0,145.0,46900.0,27913.0,938.0,['ExpressJet Airlines Inc.'],10397,10146,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Albany, GA: Southwest Georgia Regional"
CID,ABY,34000.0,826.0,166.0,155.0,1.0,['Allegiant Air'],11003,10146,"Cedar Rapids/Iowa City, IA: The Eastern Iowa","Albany, GA: Southwest Georgia Regional"
ILM,ABY,13500.0,411.0,50.0,44.0,1.0,['ExpressJet Airlines Inc.'],12323,10146,"Wilmington, NC: Wilmington International","Albany, GA: Southwest Georgia Regional"
JAX,ABY,496061.0,165.0,0.0,0.0,5.0,['United Parcel Service'],12451,10146,"Jacksonville, FL: Jacksonville International","Albany, GA: Southwest Georgia Regional"
MSY,ABY,847980.0,376.0,0.0,0.0,11.0,['United Parcel Service'],13495,10146,"New Orleans, LA: Louis Armstrong New Orleans International","Albany, GA: Southwest Georgia Regional"
PIE,ABY,96820.0,266.0,0.0,0.0,1.0,['United Parcel Service'],14112,10146,"St. Petersburg, FL: St. Petersburg-Clearwater International","Albany, GA: Southwest Georgia Regional"
PNS,ABY,20645906.0,192.0,0.0,0.0,211.0,['United Parcel Service'],14193,10146,"Pensacola, FL: Pensacola Gulf Coast Regional","Albany, GA: Southwest Georgia Regional"
SDF,ABY,22507067.0,466.0,0.0,0.0,242.0,['United Parcel Service'],14730,10146,"Louisville, KY: Louisville International-Standiford Field","Albany, GA: Southwest Georgia Regional"
ATL,ADW,78430.0,553.0,211.0,0.0,1.0,['Delta Air Lines Inc.'],10397,10172,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Camp Springs, MD: Joint Base Andrews"
AVL,ADW,12500.0,390.0,50.0,28.0,1.0,['Pinnacle Airlines Inc.'],10431,10172,"Asheville, NC: Asheville Regional","Camp Springs, MD: Joint Base Andrews"
AVP,ADW,29700.0,185.0,154.0,28.0,1.0,['Miami Air International'],10434,10172,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International","Camp Springs, MD: Joint Base Andrews"
BWI,ADW,50400.0,27.0,252.0,0.0,1.0,['North American Airlines'],10821,10172,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Camp Springs, MD: Joint Base Andrews"
CMH,ADW,29700.0,333.0,154.0,0.0,1.0,['Miami Air International'],11066,10172,"Columbus, OH: Port Columbus International","Camp Springs, MD: Joint Base Andrews"
DTW,ADW,64960.0,414.0,234.0,0.0,2.0,['Pinnacle Airlines Inc.' 'Delta Air Lines Inc.'],11433,10172,"Detroit, MI: Detroit Metro Wayne County","Camp Springs, MD: Joint Base Andrews"
LAS,ADW,44562.0,2098.0,162.0,21.0,1.0,['Sun Country Airlines d/b/a MN Airlines'],12889,10172,"Las Vegas, NV: McCarran International","Camp Springs, MD: Joint Base Andrews"
LGA,ADW,0.0,209.0,0.0,0.0,0.0,['Delta Air Lines Inc.'],12953,10172,"New York, NY: LaGuardia","Camp Springs, MD: Joint Base Andrews"
MSP,ADW,44562.0,940.0,162.0,0.0,1.0,['Sun Country Airlines d/b/a MN Airlines'],13487,10172,"Minneapolis, MN: Minneapolis-St Paul International","Camp Springs, MD: Joint Base Andrews"
PSP,ADW,52460.0,2221.0,184.0,31.0,1.0,['Delta Air Lines Inc.'],14262,10172,"Palm Springs, CA: Palm Springs International","Camp Springs, MD: Joint Base Andrews"
RDU,ADW,34446.0,228.0,126.0,0.0,1.0,['Delta Air Lines Inc.'],14492,10172,"Raleigh/Durham, NC: Raleigh-Durham International","Camp Springs, MD: Joint Base Andrews"
SZL,ADW,36199.0,900.0,179.0,25.0,1.0,"['Swift Air, LLC']",15108,10172,"Knob Noster, MO: Whiteman AFB","Camp Springs, MD: Joint Base Andrews"
TPA,ADW,54600.0,815.0,257.0,0.0,1.0,['North American Airlines'],15304,10172,"Tampa, FL: Tampa International","Camp Springs, MD: Joint Base Andrews"
ATL,ATW,10964928.0,765.0,44947.0,36531.0,625.0,"['ExpressJet Airlines Inc.' 'Delta Air Lines Inc.'
 'Pinnacle Airlines Inc.']",10397,10408,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Appleton, WI: Outagamie County Regional"
BIL,ATW,10000.0,984.0,50.0,47.0,1.0,['ExpressJet Airlines Inc.'],10620,10408,"Billings, MT: Billings Logan International","Appleton, WI: Outagamie County Regional"
CLE,ATW,63322.0,391.0,263.0,155.0,2.0,['United Air Lines Inc.' 'ExpressJet Airlines Inc.'],11042,10408,"Cleveland, OH: Cleveland-Hopkins International","Appleton, WI: Outagamie County Regional"
CVG,ATW,10000.0,411.0,50.0,0.0,1.0,['ExpressJet Airlines Inc.'],11193,10408,"Cincinnati, OH: Cincinnati/Northern Kentucky International","Appleton, WI: Outagamie County Regional"
CWA,ATW,62500.0,67.0,50.0,49.0,16.0,['ExpressJet Airlines Inc.' 'Federal Express Corporation'],11203,10408,"Mosinee, WI: Central Wisconsin","Appleton, WI: Outagamie County Regional"
DCA,ATW,86331.0,701.0,330.0,324.0,2.0,['Sun Country Airlines d/b/a MN Airlines'],11278,10408,"Washington, DC: Ronald Reagan Washington National","Appleton, WI: Outagamie County Regional"
DTW,ATW,15054370.0,296.0,60260.0,47076.0,1201.0,"['United Air Lines Inc.' 'ExpressJet Airlines Inc.' 'Endeavor Air Inc.'
 'Pinnacle Airlines Inc.']",11433,10408,"Detroit, MI: Detroit Metro Wayne County","Appleton, WI: Outagamie County Regional"
ENV,ATW,102000.0,1320.0,450.0,407.0,3.0,['Allegiant Air'],11563,10408,"Wendover, UT: Wendover Airport","Appleton, WI: Outagamie County Regional"
ESC,ATW,3500.0,123.0,0.0,0.0,1.0,['Federal Express Corporation'],11587,10408,"Escanaba, MI: Delta County","Appleton, WI: Outagamie County Regional"
FAR,ATW,13500.0,442.0,50.0,31.0,1.0,['SkyWest Airlines Inc.'],11637,10408,"Fargo, ND: Hector International","Appleton, WI: Outagamie County Regional"
GRB,ATW,25000.0,25.0,100.0,55.0,2.0,['Pinnacle Airlines Inc.' 'Endeavor Air Inc.'],11977,10408,"Green Bay, WI: Austin Straubel International","Appleton, WI: Outagamie County Regional"
GRR,ATW,10000.0,178.0,50.0,36.0,1.0,['ExpressJet Airlines Inc.'],11986,10408,"Grand Rapids, MI: Gerald R. Ford International","Appleton, WI: Outagamie County Regional"
IAD,ATW,164806.0,679.0,505.0,340.0,3.0,['United Air Lines Inc.' 'ExpressJet Airlines Inc.'],12264,10408,"Washington, DC: Washington Dulles International","Appleton, WI: Outagamie County Regional"
IAH,ATW,17940.0,1053.0,66.0,55.0,1.0,['SkyWest Airlines Inc.'],12266,10408,"Houston, TX: George Bush Intercontinental/Houston","Appleton, WI: Outagamie County Regional"
IMT,ATW,3500.0,110.0,0.0,0.0,1.0,['Federal Express Corporation'],12335,10408,"Iron Mountain/Kingsfd, MI: Ford","Appleton, WI: Outagamie County Regional"
LAS,ATW,3604000.0,1510.0,17596.0,16392.0,106.0,['Allegiant Air'],12889,10408,"Las Vegas, NV: McCarran International","Appleton, WI: Outagamie County Regional"
MEM,ATW,1641375.0,640.0,0.0,0.0,18.0,['Federal Express Corporation'],13244,10408,"Memphis, TN: Memphis International","Appleton, WI: Outagamie County Regional"
MKE,ATW,5090502.0,96.0,226.0,145.0,53.0,"['Pinnacle Airlines Inc.' 'Endeavor Air Inc.'
 'Federal Express Corporation' 'ExpressJet Airlines Inc.']",13342,10408,"Milwaukee, WI: General Mitchell International","Appleton, WI: Outagamie County Regional"
MSN,ATW,18330999.0,87.0,50.0,48.0,177.0,['Federal Express Corporation' 'ExpressJet Airlines Inc.'],13485,10408,"Madison, WI: Dane County Regional-Truax Field","Appleton, WI: Outagamie County Regional"
MSP,ATW,14876360.0,236.0,58353.0,45616.0,1152.0,"['Delta Air Lines Inc.' 'Sun Country Airlines d/b/a MN Airlines'
 'Compass Airlines' 'ExpressJet Airlines Inc.' 'SkyWest Airlines Inc.'
 'Pinnacle Airlines Inc.' 'Endeavor Air Inc.']",13487,10408,"Minneapolis, MN: Minneapolis-St Paul International","Appleton, WI: Outagamie County Regional"
ORD,ATW,16721000.0,160.0,80559.0,56429.0,1612.0,['Avjet Corporation' 'SkyWest Airlines Inc.' 'ExpressJet Airlines Inc.'],13930,10408,"Chicago, IL: Chicago O'Hare International","Appleton, WI: Outagamie County Regional"
PDX,ATW,33977.0,1662.0,126.0,35.0,1.0,['Sun Country Airlines d/b/a MN Airlines'],14057,10408,"Portland, OR: Portland International","Appleton, WI: Outagamie County Regional"
PHL,ATW,61040.0,746.0,224.0,188.0,1.0,['Delta Air Lines Inc.'],14100,10408,"Philadelphia, PA: Philadelphia International","Appleton, WI: Outagamie County Regional"
PHX,ATW,61540.0,1463.0,224.0,149.0,1.0,['Delta Air Lines Inc.'],14107,10408,"Phoenix, AZ: Phoenix Sky Harbor International","Appleton, WI: Outagamie County Regional"
RAP,ATW,34000.0,722.0,150.0,150.0,1.0,['Allegiant Air'],14457,10408,"Rapid City, SD: Rapid City Regional","Appleton, WI: Outagamie County Regional"
SEA,ATW,80450.0,1633.0,261.0,155.0,1.0,['Delta Air Lines Inc.'],14747,10408,"Seattle, WA: Seattle/Tacoma International","Appleton, WI: Outagamie County Regional"
SFB,ATW,2176000.0,1141.0,10592.0,9410.0,64.0,['Allegiant Air'],14761,10408,"Sanford, FL: Orlando Sanford International","Appleton, WI: Outagamie County Regional"
ATL,BGR,53220.0,1134.0,195.0,0.0,3.0,['ExpressJet Airlines Inc.'],10397,10581,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Bangor, ME: Bangor International"
BFI,BGR,3000.0,2522.0,12.0,8.0,1.0,['Avjet Corporation'],10559,10581,"Seattle, WA: Boeing Field/King County International","Bangor, ME: Bangor International"
BNA,BGR,17740.0,1111.0,65.0,0.0,1.0,['ExpressJet Airlines Inc.'],10693,10581,"Nashville, TN: Nashville International","Bangor, ME: Bangor International"
BTV,BGR,13000.0,214.0,65.0,0.0,1.0,['ExpressJet Airlines Inc.'],10785,10581,"Burlington, VT: Burlington International","Bangor, ME: Bangor International"
CLT,BGR,5600.0,921.0,0.0,0.0,1.0,['USA Jet Airlines Inc.'],11057,10581,"Charlotte, NC: Charlotte Douglas International","Bangor, ME: Bangor International"
CMH,BGR,21803.0,791.0,80.0,19.0,1.0,['Republic Airlines'],11066,10581,"Columbus, OH: Port Columbus International","Bangor, ME: Bangor International"
DCA,BGR,16530827.0,590.0,40487.0,31965.0,789.0,"['Republic Airlines' 'Air Wisconsin Airlines Corp' 'PSA Airlines Inc.'
 'Chautauqua Airlines Inc.']",11278,10581,"Washington, DC: Ronald Reagan Washington National","Bangor, ME: Bangor International"
DEN,BGR,90500.0,1852.0,276.0,235.0,1.0,['Omni Air Express'],11292,10581,"Denver, CO: Denver International","Bangor, ME: Bangor International"
DFW,BGR,80700.0,1717.0,212.0,192.0,1.0,['American Airlines Inc.'],11298,10581,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","Bangor, ME: Bangor International"
DTW,BGR,11354742.0,750.0,43969.0,36422.0,664.0,"['Pinnacle Airlines Inc.' 'Endeavor Air Inc.' 'Shuttle America Corp.'
 'ExpressJet Airlines Inc.' 'GoJet Airlines, LLC d/b/a United Express']",11433,10581,"Detroit, MI: Detroit Metro Wayne County","Bangor, ME: Bangor International"
EWR,BGR,30000.0,393.0,150.0,128.0,3.0,['ExpressJet Airlines Inc.'],11618,10581,"Newark, NJ: Newark Liberty International","Bangor, ME: Bangor International"
HPN,BGR,3450.0,358.0,8.0,1.0,1.0,['Tradewind Aviation'],12197,10581,"White Plains, NY: Westchester County","Bangor, ME: Bangor International"
IAD,BGR,45904.0,601.0,169.0,90.0,1.0,['United Air Lines Inc.'],12264,10581,"Washington, DC: Washington Dulles International","Bangor, ME: Bangor International"
ILG,BGR,37400.0,496.0,150.0,127.0,1.0,['JetBlue Airways'],12320,10581,"Wilmington, DE: New Castle","Bangor, ME: Bangor International"
ISP,BGR,33803.0,352.0,152.0,135.0,1.0,['Ameristar Air Cargo'],12391,10581,"Islip, NY: Long Island MacArthur","Bangor, ME: Bangor International"
LAS,BGR,90500.0,2480.0,278.0,248.0,1.0,['Omni Air Express'],12889,10581,"Las Vegas, NV: McCarran International","Bangor, ME: Bangor International"
LEX,BGR,30000.0,941.0,0.0,0.0,1.0,['USA Jet Airlines Inc.'],12945,10581,"Lexington, KY: Blue Grass","Bangor, ME: Bangor International"
LGA,BGR,16807064.0,378.0,64685.0,46843.0,1023.0,"['Compass Airlines' 'ExpressJet Airlines Inc.' 'Endeavor Air Inc.'
 'Chautauqua Airlines Inc.' 'Shuttle America Corp.'
 'GoJet Airlines, LLC d/b/a United Express']",12953,10581,"New York, NY: LaGuardia","Bangor, ME: Bangor International"
LYH,BGR,42500.0,747.0,172.0,0.0,1.0,['Miami Air International'],13139,10581,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field","Bangor, ME: Bangor International"
MCI,BGR,21803.0,1378.0,80.0,8.0,1.0,['Republic Airlines'],13198,10581,"Kansas City, MO: Kansas City International","Bangor, ME: Bangor International"
ME3,BGR,12000.0,29.0,18.0,2.0,2.0,['Tradewind Aviation'],16540,10581,"Belfast, ME: Belfast Municipal","Bangor, ME: Bangor International"
MHT,BGR,61960.0,184.0,0.0,0.0,1.0,['United Parcel Service'],13296,10581,"Manchester, NH: Manchester-Boston Regional","Bangor, ME: Bangor International"
MSN,BGR,17740.0,1026.0,65.0,0.0,1.0,['ExpressJet Airlines Inc.'],13485,10581,"Madison, WI: Dane County Regional-Truax Field","Bangor, ME: Bangor International"
NTD,BGR,92000.0,2742.0,273.0,97.0,1.0,['Omni Air Express'],13756,10581,"Port Hueneme, CA: Point Mugu NAS","Bangor, ME: Bangor International"
ORD,BGR,96700.0,978.0,374.0,302.0,3.0,['JetBlue Airways' 'ExpressJet Airlines Inc.' 'American Airlines Inc.'],13930,10581,"Chicago, IL: Chicago O'Hare International","Bangor, ME: Bangor International"
ORF,BGR,42500.0,668.0,172.0,87.0,1.0,['Miami Air International'],13931,10581,"Norfolk, VA: Norfolk International","Bangor, ME: Bangor International"
PGD,BGR,340000.0,1433.0,1660.0,924.0,10.0,['Allegiant Air'],14082,10581,"Punta Gorda, FL: Punta Gorda Airport","Bangor, ME: Bangor International"
PHF,BGR,37400.0,664.0,150.0,126.0,1.0,['JetBlue Airways'],14098,10581,"Newport News/Williamsburg, VA: Newport News/Williamsburg International","Bangor, ME: Bangor International"
PHL,BGR,32323841.0,473.0,92196.0,69187.0,1422.0,"['JetBlue Airways' 'PSA Airlines Inc.' 'Republic Airlines'
 'Air Wisconsin Airlines Corp']",14100,10581,"Philadelphia, PA: Philadelphia International","Bangor, ME: Bangor International"
PIE,BGR,3707000.0,1394.0,18084.0,16048.0,109.0,['Falcon Air Express' 'Allegiant Air'],14112,10581,"St. Petersburg, FL: St. Petersburg-Clearwater International","Bangor, ME: Bangor International"
PIT,BGR,35480.0,652.0,130.0,0.0,2.0,['ExpressJet Airlines Inc.'],14122,10581,"Pittsburgh, PA: Pittsburgh International","Bangor, ME: Bangor International"
PQI,BGR,10500.0,135.0,0.0,0.0,3.0,['Federal Express Corporation'],14231,10581,"Presque Isle/Houlton, ME: Northern Maine Regional at Presque Isle","Bangor, ME: Bangor International"
PWM,BGR,1112562.0,109.0,50.0,0.0,312.0,['Air Wisconsin Airlines Corp' 'Federal Express Corporation'],14321,10581,"Portland, ME: Portland International Jetport","Bangor, ME: Bangor International"
RIC,BGR,37400.0,670.0,150.0,98.0,1.0,['JetBlue Airways'],14524,10581,"Richmond, VA: Richmond International","Bangor, ME: Bangor International"
SFB,BGR,5199200.0,1299.0,25340.0,21776.0,153.0,['Allegiant Air'],14761,10581,"Sanford, FL: Orlando Sanford International","Bangor, ME: Bangor International"
SFO,BGR,90500.0,2783.0,276.0,223.0,1.0,['Omni Air Express'],14771,10581,"San Francisco, CA: San Francisco International","Bangor, ME: Bangor International"
SYR,BGR,73000.0,381.0,130.0,0.0,3.0,['Lynden Air Cargo Airlines' 'ExpressJet Airlines Inc.'],15096,10581,"Syracuse, NY: Syracuse Hancock International","Bangor, ME: Bangor International"
TCM,BGR,136166.0,2537.0,355.0,205.0,1.0,['World Airways Inc.'],15154,10581,"Tacoma, WA: McChord Field","Bangor, ME: Bangor International"
TEB,BGR,3450.0,381.0,8.0,3.0,1.0,['Tradewind Aviation'],15167,10581,"Teterboro, NJ: Teterboro Airport","Bangor, ME: Bangor International"
ATL,BKG,1650000.0,535.0,7722.0,5622.0,66.0,['AirTran Airways Corporation'],10397,10643,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Branson, MO: Branson Airport"
DAL,BKG,9088500.0,328.0,37730.0,30105.0,265.0,['Southwest Airlines Co.'],11259,10643,"Dallas, TX: Dallas Love Field","Branson, MO: Branson Airport"
